	fet_p_value_and_ratio
CDM00000433_T109;CDM00000433_T121;CDM00000433_T125;CDM00000433_T234;CDM00000433_T777;CDM00000433_T220;CDM00000433_T231:10,11-dihydro-N,N-Dimethyl-5H-dibenz[b,F]azepine-5-propanamine	322.1666070751273
CDM00000063_T109;CDM00000063_T121;CDM00000063_T226;CDM00000063_T777:4H-(1,2,4)Triazolo(4,3-a)(1,4)benzodiazepine,_8-chloro-1-methyl-6-phenyl-	322.16348647245076
CDM00001665_T109;CDM00001665_T121;CDM00001665_T130;CDM00001665_T777;CDM00001665_T220:2-(6-hydroxy-3-oxo-3h-xanthen-9-yl)-benzoic_acid	322.1615336529665
CDM00000706_T109;CDM00000706_T121;CDM00000706_T777:amine_oxidase_inhibitor	322.15264319631063
CDM00000275_T109;CDM00000275_T121;CDM00000275_T226;CDM00000275_T777;CDM00000275_T231:3H-1,4-Benzodiazepin-2-amine,_7-chloro-N-methyl-5-phenyl-,_4-oxide	322.14983647192
CD00356264_T777:phosphorus	322.14794766479275
CDM00000116_T116;CDM00000116_T129;CDM00000116_T777;CDM00000116_T109;CDM00000116_T121;CDM00000116_T234;CDM00000116_T240:10-(3-(Dimethylamino)propyl)phenothiazine	322.14242222936775
CD00002496_T109;CD00002496_T121:5H-Tetrazolo(1,5-a)azepine,_6,7,8,9-tetrahydro-	322.140136271433
CD00353382_T222:Cholesterol	322.1386601164354
CDM00000150_T116;CDM00000150_T121;CDM00000150_T237;CDM00000150_T777:1-Methyl_N-L-alpha-aspartyl-L-phenylalanate	322.1383607115153
CDM00000057_T116;CDM00000057_T121;CDM00000057_T129;CDM00000057_T231;CDM00000057_T777:alfa-n3_interferon	322.13827583607963
CDM00000199_T109;CDM00000199_T121;CDM00000199_T777;CDM00000199_T220:1,2-Benzenediol,_4-(1-hydroxy-2-((1-methylethyl)amino)butyl)-	322.1351903073516
CD00002924_T116;CD00002924_T121;CD00002924_T123;CD00002924_T232;CD00002924_T777:5'-[(3-Amino-3-carboxypropyl)methylsulfonio]-5'-deoxyadenosine_Hydroxide,_Inner_Salt	322.13511102914686
CDM00001001_T116;CDM00001001_T121;CDM00001001_T125;CDM00001001_T220;CDM00001001_T777:3-Isoleucyl_vasopressin	322.1328315109644
CDM00000810_T109;CDM00000810_T121;CDM00000810_T231;CDM00000810_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-ethyl-5-phenyl-	322.12636743255536
CDM00001863_T116;CDM00001863_T121;CDM00001863_T220;CDM00001863_T777:Albumin,_blood	322.1221731546422
CD00012125_T109;CD00012125_T121:Glycoproteins	322.11009588146885
CDM00000422_T109;CDM00000422_T121;CDM00000422_T125;CDM00000422_T240;CDM00000422_T777;CDM00000422_T220:1,2-Benzenediol,_4-(1-hydroxy-2-(methylamino)ethyl)-,_(R)-	322.1056812718098
CDM00000469_T121:Antithrombotic_Agent	322.10397693880276
CDM00006811_T109;CDM00006811_T121:2	322.0973294045192
CDM00000198_T109;CDM00000198_T121;CDM00000198_T220;CDM00000198_T777:1-(p-Bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane	322.0967262474185
CD00356270_T777:retinal	322.0955200982605
CD00000718_T121;CD00000718_T123;CD00000718_T777:catecholamines	322.0938064725107
CDM00000080_T116;CDM00000080_T121;CDM00000080_T123;CDM00000080_T220;CDM00000080_T330;CDM00000080_T777;CDM00000080_T109;CDM00000080_T237:2-Aminopropanoic_acid	322.09380207841247
CDM00000496_T109;CDM00000496_T121;CDM00000496_T131;CDM00000496_T240;CDM00000496_T777;CDM00000496_T122:formaldehyde	322.08902440080846
CD00350992_T237;CD00350992_T777:calcium	322.0858859204071
CD00350993_T237;CD00350993_T777:Magnesium	322.0801080627133
C0024467_123;C0024467_196:magnesium	322.0801080627133
CD00001798_T121;CD00001798_T129;CD00001798_T777:Agents,_Immunosuppressive	322.0796245205163
CD00350988_T231;CD00350988_T777:Kalium	322.0763020441773
CDM00000144_T116;CDM00000144_T121;CDM00000144_T123;CDM00000144_T237;CDM00000144_T777:2-Amino-5-guanidinovaleric_acid	322.07543341393585
CDM00000141_T109;CDM00000141_T121;CDM00000141_T231;CDM00000141_T777;CDM00000141_T200:(-)-10,11-dihydroxyaporphine	322.075335588249
CDM00000403_T116;CDM00000403_T121;CDM00000403_T123;CDM00000403_T777;CDM00000403_T220:(--)-2Amino-3-(3,4-dihydroxyphenyl)propanoic_Acid	322.07294861901534
CDM00001007_T109;CDM00001007_T121;CDM00001007_T127;CDM00001007_T238;CDM00001007_T777;CDM00001007_T237:[11,12-3H]-Retinol	322.0711221781032
CD00352863_T231;CD00352863_T777:urea	322.0671502128573
CD00001951_T116;CD00001951_T121;CD00001951_T123;CD00001951_T237;CD00001951_T777:1-Leucine	322.06579254949486
CD00001602_T121;CD00001602_T196;CD00001602_T234;CD00001602_T777:atomic_helium	322.0623317148485
CDM00000747_T109;CDM00000747_T121;CDM00000747_T125;CDM00000747_T220;CDM00000747_T777:1,2-benzenediol,_4-(2-amino-1-hydroxyethyl)-,_(+/-)-	322.0580488772088
CD00002404_T121;CD00002404_T123;CD00002404_T196;CD00002404_T240;CD00002404_T777:Dioxygen	322.0528265293982
CDM00000914_T116;CDM00000914_T121;CDM00000914_T126;CDM00000914_T231;CDM00000914_T777:streptase	322.0473921646132
CDM00000233_T116;CDM00000233_T121;CDM00000233_T220;CDM00000233_T777;CDM00000233_T109;CDM00000233_T231:1-bis(2-chloroethyl)-amino-1-oxo-2-aza-5-oxaphosphoridin_monohydrate	322.04542656623005
CDM00000486_T109;CDM00000486_T121;CDM00000486_T240;CDM00000486_T777:Adofen	322.0394295317643
CDM00000957_T116;CDM00000957_T121;CDM00000957_T125;CDM00000957_T220;CDM00000957_T777;CDM00000957_T109:3,3',5,5'-Tetraiodo-L-thyronine	322.03830313766383
CD00003085_T116;CD00003085_T129;CD00003085_T130:a_protein	322.02211676322844
CD00350991_T231;CD00350991_T777:13Al	322.0140014458261
CDM00000031_T114;CDM00000031_T121;CDM00000031_T123;CDM00000031_T231;CDM00000031_T777;CDM00000031_T109:2'-Deoxyadenosine	322.00888396472334
CDM00001011_T121;CDM00001011_T123;CDM00001011_T196;CDM00001011_T231;CDM00001011_T777:30Zn	322.0071089466035
CDM00001206_T121;CDM00001206_T130;CDM00001206_T197;CDM00001206_T220;CDM00001206_T777;CDM00001206_T123;CDM00001206_T196;CDM00001206_T109:Carbonyl_Compounds,_Iron	322.0070481558405
CDM00000016_T109;CDM00000016_T121;CDM00000016_T220;CDM00000016_T777;CDM00000016_T130;CDM00000016_T231:1,2-Dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one	322.0063485352233
CDM00000466_T109;CDM00000466_T121;CDM00000466_T777;CDM00000466_T227:1-Phenethyl-4-(N-phenylpropionamido)piperidine	321.99845640431954
CD00356110_T777:Enzymes	321.99515833421947
CD00043529_T121;CD00043529_T196:element_k	321.99312821205586
CDM00000767_T109;CDM00000767_T121;CDM00000767_T242;CDM00000767_T777:1-Phenyl-2-(p-hydroxyphenyl)-3,5-dioxo-4-butylpyrazolidine	321.99028051412205
CD00001645_T116;CD00001645_T121;CD00001645_T123;CD00001645_T237;CD00001645_T777:Glyoxaline-5-alanine	321.9899528185906
CD00003386_T116;CD00003386_T121;CD00003386_T123;CD00003386_T232;CD00003386_T777:2-Amino-3-(p-hydroxyphenyl)propionic_acid	321.9898950351013
CD00002118_T116;CD00002118_T121;CD00002118_T123;CD00002118_T237;CD00002118_T777:2-Amino-4-(methylthio)butyric_acid	321.987160418594
CDM00000906_T109;CDM00000906_T121;CDM00000906_T122;CDM00000906_T220;CDM00000906_T777:Adeka_Hope_LS_35	321.98339126554924
CD00001898_T109;CD00001898_T121:2-Carboxy-4-isopropenyl-3-pyrrolidineacetic_Acid	321.9770639941227
CDM00003236_T109;CDM00003236_T121;CDM00003236_T225;CDM00003236_T777:[1R-(Exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic_acid,_methyl_ester	321.9745761226447
CDM00000681_T109;CDM00000681_T121;CDM00000681_T231;CDM00000681_T777;CDM00000681_T330:2'-Deoxythymidine_5'-monophosphate	321.96707470687187
CDM00000353_T109;CDM00000353_T121;CDM00000353_T330;CDM00000353_T777;CDM00000353_T123;CDM00000353_T220:1,2-Benzenediol,_4-(2-aminoethyl)-	321.9645198766662
CDM00000032_T114;CDM00000032_T121;CDM00000032_T123;CDM00000032_T330;CDM00000032_T550:3'-5'-cyclic_adenosine_monophosphate	321.96304484552354
CDM00000967_T121;CDM00000967_T550;CDM00000967_T777;CDM00000967_T109:1-(5-(4-fluorophenyl)pyridin-3-yl)-n-((2R)-3,4,4a,8a-tetrahydro-2h-chromen-2-ylmethyl)methanamine	321.952233928609
CDM00001792_T116;CDM00001792_T121;CDM00001792_T129;CDM00001792_T777;CDM00001792_T553;CDM00001792_T220;CDM00001792_T231;CDM00001792_T109;CDM00001792_T200:adalimumab-adbm	321.94633794658597
CD00356161_T777:Skeleton	321.94466910629876
CDM00000394_T109;CDM00000394_T121;CDM00000394_T220;CDM00000394_T777:2,2',2'',2''''-[(4,8-Dipiperidinopyrimido-[5,4-d]pyrimidine-2,6-diyl)dinitrilo]tetraethanol	321.94243928461526
CDM00001010_T121;CDM00001010_T197;CDM00001010_T220:Dihydrogen_oxide	321.9254359829601
CDM00000077_T116;CDM00000077_T121;CDM00000077_T123;CDM00000077_T231;CDM00000077_T777;CDM00000077_T109;CDM00000077_T127;CDM00000077_T237:2-(1,2-dihydroxyethyl)-4,5-dihydroxy-furan-3-one	321.9085103566446
CDM00001744_T121;CDM00001744_T777:ACETYLCHOLINE_ANTAG	321.89374433903146
CDM00000397_T109;CDM00000397_T121;CDM00000397_T220;CDM00000397_T777:1,1'-dithiobis(N,N-diethylthioformamide)	321.88136161654427
CDM00000362_T109;CDM00000362_T121;CDM00000362_T227;CDM00000362_T777;CDM00000362_T116;CDM00000362_T126:2H-1,4-Benzodiazepin-2-one,_7-chloro-1,3-dihydro-1-methyl-5-phenyl-	321.85203201329136
CDM00000640_T109;CDM00000640_T121;CDM00000640_T131;CDM00000640_T231;CDM00000640_T777:Butanedioic_acid,_((dimethoxyphosphinothioyl)thio)-,_diethyl_ester	321.848619431891
CDM00004872_T121;CDM00004872_T777;CDM00004872_T196;CDM00004872_T220:Escalith	321.847962594611
CDM00001702_T121;CDM00001702_T777:AGON_DOPAMINE_RECEPT	321.79025019393083
CDM00000048_T109;CDM00000048_T121;CDM00000048_T220;CDM00000048_T777:1-Hydroxyethane	321.7859181846405
CDM00000536_T109;CDM00000536_T121;CDM00000536_T240;CDM00000536_T777:1,1,1-Trifluoro-2-bromo-2-chloroethane	321.77590251365285
CDM00003779_T109;CDM00003779_T121;CDM00003779_T777;CDM00003779_T240:17-allyl-3,14-dihydroxy-4,5α-epoxymorphinan-6-one	321.7554356266944
CDM00001635_T109;CDM00001635_T121;CDM00001635_T242;CDM00001635_T777:26-(Nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol	321.7449365458661
CD00355609_T551:3-(2-Aminoethyl)-1H-indol-5-ol	321.72659485158925
CDM00000535_T109;CDM00000535_T121;CDM00000535_T220;CDM00000535_T777:1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine	321.68705285181017
CD00355739_T220:Date	321.67958203262043
CDM00000708_T109;CDM00000708_T121;CDM00000708_T231;CDM00000708_T777:(5alpha,6alpha)-17-methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol	321.66569203659424
CD00007916_T109;CD00007916_T121;CD00007916_T330:dodecyl_sulfate	321.5309003272127
CDM00000323_T121:birth_contraceptive_control_pills	321.4391651818046
CD00003082_T109;CD00003082_T121;CD00003082_T125;CD00003082_T441:17beta-Hydroxy-3-androstanone	321.3987839830558
CDM00000088_T109;CDM00000088_T121;CDM00000088_T123;CDM00000088_T226;CDM00000088_T777;CDM00000088_T225;CDM00000088_T131;CDM00000088_T220:[1-(3-Methoxyphenyl)-2-propyl]amine	321.288897699042
CDM00000617_T109;CDM00000617_T121;CDM00000617_T125;CDM00000617_T231;CDM00000617_T777;CDM00000617_T220:13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one	318.84504723055494
CDM00000001_T109;CDM00000001_T121;CDM00000001_T777;CDM00000001_T231:2_Bromo_alpha_ergocryptine	318.00355696580635
CDM00000539_T109;CDM00000539_T121;CDM00000539_T123;CDM00000539_T231;CDM00000539_T777;CDM00000539_T220;CDM00000539_T116:alpha-heparin	313.6226249244339
CDM00000389_T109;CDM00000389_T121;CDM00000389_T125;CDM00000389_T220;CDM00000389_T777:(15S)-Prostaglandin_e2	304.1391985069727
CDM00001319_T109;CDM00001319_T121;CDM00001319_T231;CDM00001319_T777:4-Chlor-N-(2-morpholinoethyl)benzamid	300.213688931801
CDM00000586_T121;CDM00000586_T123;CDM00000586_T196;CDM00000586_T231;CDM00000586_T777:diiodine	298.01021784437523
CD00352601_T330:Glucose-6-Phosphate	295.5861881404211
CDM00000795_T109;CDM00000795_T121;CDM00000795_T234;CDM00000795_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-ethyl-5-(1-methylbutyl)-	291.71798269993616
CDM00000069_T109;CDM00000069_T121;CDM00000069_T220;CDM00000069_T777:1-adamantanamine	289.90168331773947
CDM00000312_T109;CDM00000312_T121;CDM00000312_T220;CDM00000312_T777:5H-Dibenzo(b,e)(1,4)diazepine,_8-chloro-11-(4-methyl-1-piperazinyl)-	289.7732756530151
CD00350947_T232:5-L-Glutamyl-L-cysteinylglycine	288.0717679365498
CD00002563_T116;CD00002563_T121;CD00002563_T123;CD00002563_T660:Creatine-P	286.0978653266037
CDM00001542_T109;CDM00001542_T121;CDM00001542_T231;CDM00001542_T777:1-Pentanone,_5-methoxy-1-(4-(trifluoromethyl)phenyl)-,_O-(2-aminoethyl)oxime,_(E)-	280.74562794294303
CDM00000483_T121;CDM00000483_T197;CDM00000483_T220;CDM00000483_T232;CDM00000483_T777;CDM00000483_T116;CDM00000483_T123:2-Amino-3-phenyl-pronanoic_acid	279.67275067095824
CDM00000631_T109;CDM00000631_T121;CDM00000631_T777;CDM00000631_T231:9,10-Ethanoanthracene-9(10H)-propanamine,_N-methyl-	276.57336335965704
CDM00000096_T109;CDM00000096_T121;CDM00000096_T777;CDM00000096_T131:analgesics_opioid	275.77771323773936
CDM00000970_T109;CDM00000970_T121;CDM00000970_T131;CDM00000970_T232;CDM00000970_T777;CDM00000970_T127;CDM00000970_T231:2,4,6,8-Nonatetraenoic_acid,_3,_7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-,_(all-E)-	275.4922487967464
CD00355663_T220:123I−	274.3648303399257
CDM00000188_T116;CDM00000188_T121;CDM00000188_T123;CDM00000188_T777:blood_clot_factor	274.2059527040422
