	fet_p_value_and_ratio
CDM00001556_T109;CDM00001556_T121;CDM00001556_T127;CDM00001556_T231;CDM00001556_T777;CDM00001556_T116:3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium	322.3839420397515
CDM00000304_T109;CDM00000304_T121;CDM00000304_T231;CDM00000304_T777;CDM00000304_T123;CDM00000304_T220:2,2-Dimethyl-5-(2,5-dimethylphenoxy)valeriansaeure	322.3806413250658
CDM00000750_T109;CDM00000750_T121;CDM00000750_T220;CDM00000750_T777:10,11-dihydro-N-Methyl-5H-dibenzo[a,D]cycloheptene-delta(5,gamma)-propylamine	322.3737108308382
CD00000137_T109;CD00000137_T121;CD00000137_T125;CD00000137_T334;CD00000137_T777:11beta,21-Dihydroxy-3,20-diketo-4-pregnen-18-al	322.3736945321025
CDM00000456_T116;CDM00000456_T121;CDM00000456_T123;CDM00000456_T231;CDM00000456_T777;CDM00000456_T129;CDM00000456_T126;CDM00000456_T220:Activated_Factor_VII	322.37230157536726
CD00356284_T777:thyroid_hormones	322.36943761624553
CD00356285_T777:thyroxine	322.362447853477
CDM00000339_T116;CDM00000339_T121;CDM00000339_T777;CDM00000339_T125;CDM00000339_T240;CDM00000339_T109:3,3',5-triiodo-L-thyronine	322.35244829919304
CDM00000136_T116;CDM00000136_T121;CDM00000136_T220:antithrombin_iii	322.3483594029976
CD00003240_T116;CD00003240_T121;CD00003240_T125;CD00003240_T242;CD00003240_T777:tg_thyroglobulin	322.3478310292966
CDM00000276_T109;CDM00000276_T121;CDM00000276_T240;CDM00000276_T777:1,1'-HBCB	322.34315436862926
CD00355318_T330:(+)-fluoxetine	322.3421187115749
CD00355385_T330:(−)-fluoxetine	322.3421187115749
CDM00000908_T116;CDM00000908_T121;CDM00000908_T125;CDM00000908_T231;CDM00000908_T777;CDM00000908_T220:BioTropin	322.33882637205306
CDM00000062_T116;CDM00000062_T121;CDM00000062_T126;CDM00000062_T220;CDM00000062_T777:Acid-alpha_glucosidase	322.33718039965237
CDM00000348_T109;CDM00000348_T121;CDM00000348_T125;CDM00000348_T232;CDM00000348_T550;CDM00000348_T777;CDM00000348_T123;CDM00000348_T231:17-Hormoforin	322.33295340761026
CDM00000558_T109;CDM00000558_T121;CDM00000558_T125;CDM00000558_T240;CDM00000558_T777;CDM00000558_T116;CDM00000558_T231;CDM00000558_T195:(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione	322.32651900746987
CD00140170_T109;CD00140170_T121:2-ketoglutarate	322.3256083654837
CDM00000455_T116;CDM00000455_T121;CDM00000455_T123;CDM00000455_T220;CDM00000455_T231;CDM00000455_T777;CDM00000455_T200;CDM00000455_T109:4F-PCC	322.30759844773036
CDM00001503_T116;CDM00001503_T129;CDM00001503_T220;CDM00001503_T777;CDM00001503_T121;CDM00001503_T231;CDM00001503_T109:23-L-Leucinecolony-Stimulating_Factor_2	322.3046220279415
CD00000248_T121;CD00000248_T125:Agents,_Androgenic	322.3040992006751
CDM00000425_T109;CDM00000425_T121;CDM00000425_T127;CDM00000425_T237;CDM00000425_T238;CDM00000425_T777;CDM00000425_T225:2H-1,4-Benzodiazepine-2-thione,_7-chloro-5-(2-fluorophenyl)-1,3-dihydro-1-(2,2,2-trifluoroethyl)-	322.3028972876405
CDM00000683_T109;CDM00000683_T121;CDM00000683_T125;CDM00000683_T220;CDM00000683_T777;CDM00000683_T231;CDM00000683_T240:17alpha-Methyl-3-oxo-4-androsten-17beta-ol	322.302312220913
CDM00000457_T116;CDM00000457_T121;CDM00000457_T123;CDM00000457_T777;CDM00000457_T220;CDM00000457_T231;CDM00000457_T200:Advate	322.3016470452917
CDM00000527_T116;CDM00000527_T121;CDM00000527_T125;CDM00000527_T777:gonadotrophic_hormone	322.299228266494
CDM00000523_T116;CDM00000523_T121;CDM00000523_T125;CDM00000523_T220;CDM00000523_T240;CDM00000523_T777;CDM00000523_T109:alfa_follitropin	322.2989879441799
CD00001009_T121;CD00001009_T123:24-Oxa(14)cytochalasa-6(12),13,21-triene-1,23-dione,_7,20-dihydroxy-16-methyl-10-phenyl-,_(7S,13E,16R,20R,21E)-	322.2968937517828
CDM00000619_T116;CDM00000619_T121;CDM00000619_T125;CDM00000619_T234;CDM00000619_T777:5-Oxo-L-Prolyl-L-Histidyl-L-Tryptophyl-L-Seryl-L-Tyrosyl-D-Tryptophyl-N-Methyl-L-Leucyl-L-Arginyl-N-Ethyl-L-Prolinamide_Monoacetate	322.2923207041736
CDM00000577_T116;CDM00000577_T129;CDM00000577_T777;CDM00000577_T121;CDM00000577_T220;CDM00000577_T109:125-L-Serine-2-133-interleukin_2	322.29071893891455
CDM00000431_T116;CDM00000431_T121;CDM00000431_T125;CDM00000431_T220;CDM00000431_T777;CDM00000431_T231:1-165-Erythropoietin_(human_clone_lambdaHEPOFL13_protein_moiety),_glycoform_alpha	322.2897781831318
CD00356219_T777:carbohydrates	322.28903700158276
CDM00000528_T116;CDM00000528_T121;CDM00000528_T125;CDM00000528_T240;CDM00000528_T777;CDM00000528_T220;CDM00000528_T109:a_p_l	322.2853614979417
CD00356286_T777:triglycerides	322.2821479331634
CDM00001692_T121;CDM00001692_T129;CDM00001692_T220;CDM00001692_T777:HEPATITIS_A	322.280898877417
CDM00000757_T116;CDM00000757_T121;CDM00000757_T123;CDM00000757_T777;CDM00000757_T237:2,5-Diaminopentanoate	322.27810274811804
CDM00000056_T116;CDM00000056_T121;CDM00000056_T123;CDM00000056_T220;CDM00000056_T777;CDM00000056_T129;CDM00000056_T200:1_alpha_antitrypsin	322.27742171029513
CDM00000579_T116;CDM00000579_T129;CDM00000579_T550;CDM00000579_T777;CDM00000579_T121:207137-56-2	322.2768048634427
CDM00000188_T116;CDM00000188_T121;CDM00000188_T123;CDM00000188_T777:blood_clot_factor	322.2767114066631
CDM00000125_T116;CDM00000125_T129:antigen_antibody_complex	322.2710581488766
CD00353317_T231;CD00353317_T777:lactose	322.27053969771816
CDM00000505_T116;CDM00000505_T129;CDM00000505_T121;CDM00000505_T231;CDM00000505_T777:7S_Gamma_Globulin	322.26782505613994
CDM00001274_T109;CDM00001274_T121;CDM00001274_T123;CDM00001274_T240:(±)-2-hydroxypropanoic_acid	322.26100236998815
CD00002977_T121;CD00002977_T125:gonadal_steroid_hormone	322.2590853965343
CDM00000083_T109;CDM00000083_T121;CDM00000083_T220;CDM00000083_T777:10,11-dihydro-5-(gamma-Dimethylaminopropylidene)-5H-dibenzo(a,D)cycloheptene	322.2574979481459
CDM00000118_T116;CDM00000118_T129;CDM00000118_T777;CDM00000118_T200;CDM00000118_T121:Antibodies_Antineoplastics,_Monoclonal	322.2560254242732
CD00000363_T121;CD00000363_T777:Agents,_Antiparkinson	322.25564615787084
CD00002961_T121;CD00002961_T123;CD00002961_T196;CD00002961_T234;CD00002961_T777:Se	322.25418634311177
CD00001529_T109;CD00001529_T121;CD00001529_T231;CD00001529_T777:2-Amino-2-deoxy-D-glucose	322.2534904883173
CDM00000520_T109;CDM00000520_T121;CDM00000520_T123;CDM00000520_T231;CDM00000520_T777;CDM00000520_T197;CDM00000520_T220;CDM00000520_T130:1,2,3-propanetriol	322.2530934086072
CD00000076_T109;CD00000076_T121;CD00000076_T232;CD00000076_T777:2-Acetamido-2-deoxy-D-glucose	322.2489734897589
CDM00000352_T109;CDM00000352_T121;CDM00000352_T123;CDM00000352_T220;CDM00000352_T125:3alpha,12alpha-Dihydroxy-5beta-cholanic_acid	322.2487247944796
CD00350949_T232;CD00350949_T777:alpha-Methylguanidino_acetic_acid	322.2456931139654
CDM00000468_T116;CDM00000468_T121;CDM00000468_T123;CDM00000468_T220;CDM00000468_T777:BLOOD_COAG_FACTOR_I	322.2407199281961
CD00002563_T116;CD00002563_T121;CD00002563_T123;CD00002563_T660:Creatine-P	322.23972715382547
CDM00000182_T109;CDM00000182_T121;CDM00000182_T127;CDM00000182_T232;CDM00000182_T777:1H-Thieno(3,4-d)imidazole-4-pentanoic_acid,_hexahydro-2-oxo-,_(3aS-(3aalpha,4beta,6aalpha))-	322.2386825998954
CD00352775_T221:1-Hexyldecanoic_Acid	322.23751746938666
CDM00000080_T116;CDM00000080_T121;CDM00000080_T123;CDM00000080_T220;CDM00000080_T330;CDM00000080_T777;CDM00000080_T109;CDM00000080_T237:2-Aminopropanoic_acid	322.23671064842705
CD00353689_T550:Alkaline_Phosphatase	322.2350160530115
CDM00000641_T109;CDM00000641_T121;CDM00000641_T231;CDM00000641_T777;CDM00000641_T123:(2R,3R,4R,5R)-Hexane-1,2,3,4,5,6-hexaol	322.22774957413594
CD00356281_T777:starch	322.2276783827375
CDM00000656_T109;CDM00000656_T121;CDM00000656_T225;CDM00000656_T777:1,3-Propanediol,_2-methyl-2-propyl-,_dicarbamate	322.2250532750167
CD00353334_T334:2'-Deoxythymidine	322.21273504475664
CDM00000501_T109;CDM00000501_T121;CDM00000501_T240;CDM00000501_T777;CDM00000501_T197:2-Furfurylamino-4-chloro-5-sulfamoylbenzoic_acid	322.20563888798915
CDM00000575_T116;CDM00000575_T121;CDM00000575_T129;CDM00000575_T231;CDM00000575_T777:1b_gamma_interferon	322.2054881999202
CDM00000869_T116;CDM00000869_T121;CDM00000869_T123;CDM00000869_T231;CDM00000869_T220;CDM00000869_T777:BLOOD_COAG_FACTOR_II	322.20378145215517
CDM00000350_T109;CDM00000350_T121;CDM00000350_T777;CDM00000350_T220;CDM00000350_T234;CDM00000350_T116;CDM00000350_T195:(11Beta,16alpha)-9-fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	322.2010929064645
CD00001972_T109;CD00001972_T121;CD00001972_T123:9,12-Linoleic_Acid	322.1961456871153
CDM00000525_T109;CDM00000525_T121;CDM00000525_T123:gag(glycosaminoglycan)	322.19525132668576
CD00000881_T116;CD00000881_T121;CD00000881_T126;CD00000881_T231;CD00000881_T777:AA4500	322.1937409091759
CDM00000086_T109;CDM00000086_T121;CDM00000086_T220;CDM00000086_T777;CDM00000086_T234;CDM00000086_T231:2-Chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine	322.1933880607992
CD00355622_T231:Somatostatin	322.19318732765464
CD00356110_T777:Enzymes	322.19033572897524
CDM00000042_T116;CDM00000042_T121;CDM00000042_T125;CDM00000042_T234;CDM00000042_T777;CDM00000042_T109:1-39_ACTH	322.1884461127573
CDM00000054_T109;CDM00000054_T121;CDM00000054_T125;CDM00000054_T220;CDM00000054_T777;CDM00000054_T240;CDM00000054_T231;CDM00000054_T200:17-((1-oxohexyl)oxy)pregn-4-ene-3,20-dione	322.1883976699732
CDM00000102_T116;CDM00000102_T121;CDM00000102_T123;CDM00000102_T231;CDM00000102_T777;CDM00000102_T125:2_angiotensin	322.1834206031081
CD00000318_T129:antigens	322.1813881690757
CDM00000569_T116;CDM00000569_T121;CDM00000569_T129;CDM00000569_T777:antisera	322.180431475369
CDM00003365_T116;CDM00003365_T129;CDM00003365_T231;CDM00003365_T777;CDM00003365_T121:alfa-2a_interferon_recombinant	322.17760652337734
CDM00000542_T109;CDM00000542_T121;CDM00000542_T242;CDM00000542_T777:2,2',3,3',5,5'-hexachloro-6,6'-dihydroxydiphenylmethane	322.1760254712729
CDM00000740_T121;CDM00000740_T123;CDM00000740_T197;CDM00000740_T220;CDM00000740_T777;CDM00000740_T240;CDM00000740_T231:Amidogen,_oxo-	322.1750930326099
CDM00000433_T109;CDM00000433_T121;CDM00000433_T125;CDM00000433_T234;CDM00000433_T777;CDM00000433_T220;CDM00000433_T231:10,11-dihydro-N,N-Dimethyl-5H-dibenz[b,F]azepine-5-propanamine	322.1709935757667
CD00356185_T777:Thyroid	322.170123337622
CDM00000614_T109;CDM00000614_T121;CDM00000614_T127;CDM00000614_T220;CDM00000614_T777;CDM00000614_T231;CDM00000614_T550:10-Formyl-7,8-dihydrofolic_acid	322.16921988468755
CD00013154_T109;CD00013154_T121;CD00013154_T237:1,2-Ethanedicarboxylic_acid	322.1655086469684
CDM00001665_T109;CDM00001665_T121;CDM00001665_T130;CDM00001665_T777;CDM00001665_T220:2-(6-hydroxy-3-oxo-3h-xanthen-9-yl)-benzoic_acid	322.1640151153137
CDM00000275_T109;CDM00000275_T121;CDM00000275_T226;CDM00000275_T777;CDM00000275_T231:3H-1,4-Benzodiazepin-2-amine,_7-chloro-N-methyl-5-phenyl-,_4-oxide	322.14732516807527
CDM00000063_T109;CDM00000063_T121;CDM00000063_T226;CDM00000063_T777:4H-(1,2,4)Triazolo(4,3-a)(1,4)benzodiazepine,_8-chloro-1-methyl-6-phenyl-	322.14590106706027
CDM00000150_T116;CDM00000150_T121;CDM00000150_T237;CDM00000150_T777:1-Methyl_N-L-alpha-aspartyl-L-phenylalanate	322.14538242938556
CD00018482_T121;CD00018482_T122;CD00018482_T197:Calcium_Hydroxide_Phosphate	322.1451854905986
CD00002924_T116;CD00002924_T121;CD00002924_T123;CD00002924_T232;CD00002924_T777:5'-[(3-Amino-3-carboxypropyl)methylsulfonio]-5'-deoxyadenosine_Hydroxide,_Inner_Salt	322.1439210451384
CDM00000116_T116;CDM00000116_T129;CDM00000116_T777;CDM00000116_T109;CDM00000116_T121;CDM00000116_T234;CDM00000116_T240:10-(3-(Dimethylamino)propyl)phenothiazine	322.1434625110789
CD00356264_T777:phosphorus	322.1414344754177
CDM00000810_T109;CDM00000810_T121;CDM00000810_T231;CDM00000810_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-ethyl-5-phenyl-	322.14063996137406
CD00353382_T222:Cholesterol	322.1376828012643
CDM00000199_T109;CDM00000199_T121;CDM00000199_T777;CDM00000199_T220:1,2-Benzenediol,_4-(1-hydroxy-2-((1-methylethyl)amino)butyl)-	322.1360499366652
CDM00000506_T109;CDM00000506_T121;CDM00000506_T127;CDM00000506_T231;CDM00000506_T777;CDM00000506_T238:2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)chroman-6-ol	322.1332220039664
CDM00001001_T116;CDM00001001_T121;CDM00001001_T125;CDM00001001_T220;CDM00001001_T777:3-Isoleucyl_vasopressin	322.132614063745
CD00353373_T330:2,4-Dinitrophenol	322.13230100331435
CDM00000706_T109;CDM00000706_T121;CDM00000706_T777:amine_oxidase_inhibitor	322.12825346602705
CDM00001863_T116;CDM00001863_T121;CDM00001863_T220;CDM00001863_T777:Albumin,_blood	322.12628200117945
CDM00000244_T109;CDM00000244_T121;CDM00000244_T220;CDM00000244_T777:1,1,1-tris(hydroxymethyl)methanamine	322.1134080182311
CD00012125_T109;CD00012125_T121:Glycoproteins	322.11227084661766
CDM00000460_T109;CDM00000460_T121;CDM00000460_T123;CDM00000460_T237;CDM00000460_T777:Fatty_Acid,_n3	322.10592734375587
CDM00006811_T109;CDM00006811_T121:2	322.10207323683153
CDM00000198_T109;CDM00000198_T121;CDM00000198_T220;CDM00000198_T777:1-(p-Bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane	322.10190547345877
CDM00000057_T116;CDM00000057_T121;CDM00000057_T129;CDM00000057_T231;CDM00000057_T777:alfa-n3_interferon	322.099411457977
CDM00000422_T109;CDM00000422_T121;CDM00000422_T125;CDM00000422_T240;CDM00000422_T777;CDM00000422_T220:1,2-Benzenediol,_4-(1-hydroxy-2-(methylamino)ethyl)-,_(R)-	322.0980310678641
CD00000718_T121;CD00000718_T123;CD00000718_T777:catecholamines	322.0928639875882
CDM00000469_T121:Antithrombotic_Agent	322.0899965139789
CD00350992_T237;CD00350992_T777:calcium	322.08833257243936
CDM00000144_T116;CDM00000144_T121;CDM00000144_T123;CDM00000144_T237;CDM00000144_T777:2-Amino-5-guanidinovaleric_acid	322.08240557903184
CD00355783_T220;CD00355783_T777:ammonia	322.0799719132699
CD00350988_T231;CD00350988_T777:Kalium	322.0785160064643
CD00356270_T777:retinal	322.07740308802045
CD00001951_T116;CD00001951_T121;CD00001951_T123;CD00001951_T237;CD00001951_T777:1-Leucine	322.07667161603104
CDM00000730_T109;CDM00000730_T121;CDM00000730_T127;CDM00000730_T232;CDM00000730_T777;CDM00000730_T231:3-carboxypyridine	322.07619305622603
CD00351925_T222;CD00351925_T777:sucrose	322.0760018670052
CDM00000786_T109;CDM00000786_T121;CDM00000786_T240;CDM00000786_T777;CDM00000786_T220;CDM00000786_T122;CDM00000786_T130:carbowax	322.075888089894
CD00350993_T237;CD00350993_T777:Magnesium	322.0726991230088
C0024467_123;C0024467_196:magnesium	322.0726991230088
CD00007916_T109;CD00007916_T121;CD00007916_T330:dodecyl_sulfate	322.07194307627526
CDM00000759_T109;CDM00000759_T121;CDM00000759_T220;CDM00000759_T777:3-(α-L-rhamnopyranosyloxy)-1β,5β,11α,14,19-pentahydroxy-5β-card-20(22)-enolide	322.06664863796476
CD00001602_T121;CD00001602_T196;CD00001602_T234;CD00001602_T777:atomic_helium	322.06511057271547
CD00352863_T231;CD00352863_T777:urea	322.0642734194867
CDM00000747_T109;CDM00000747_T121;CDM00000747_T125;CDM00000747_T220;CDM00000747_T777:1,2-benzenediol,_4-(2-amino-1-hydroxyethyl)-,_(+/-)-	322.0572942590732
CDM00001007_T109;CDM00001007_T121;CDM00001007_T127;CDM00001007_T238;CDM00001007_T777;CDM00001007_T237:[11,12-3H]-Retinol	322.0567094339658
CDM00000048_T109;CDM00000048_T121;CDM00000048_T220;CDM00000048_T777:1-Hydroxyethane	322.05657054935216
CD00002404_T121;CD00002404_T123;CD00002404_T196;CD00002404_T240;CD00002404_T777:Dioxygen	322.0540789918041
CDM00000233_T116;CDM00000233_T121;CDM00000233_T220;CDM00000233_T777;CDM00000233_T109;CDM00000233_T231:1-bis(2-chloroethyl)-amino-1-oxo-2-aza-5-oxaphosphoridin_monohydrate	322.05255264217476
CD00356080_T777:Allergens	322.05124548226297
CDM00000403_T116;CDM00000403_T121;CDM00000403_T123;CDM00000403_T777;CDM00000403_T220:(--)-2Amino-3-(3,4-dihydroxyphenyl)propanoic_Acid	322.05105630489277
CD00000947_T121;CD00000947_T123;CD00000947_T196;CD00000947_T231;CD00000947_T777:cobre	322.0502805007148
CDM00000914_T116;CDM00000914_T121;CDM00000914_T126;CDM00000914_T231;CDM00000914_T777:streptase	322.04596723306037
CD00356263_T777:phosphates	322.0401211136195
CDM00022372_T109;CDM00022372_T121;CDM00022372_T125;CDM00022372_T777:Glucocorticoid_inhalants_for_obstructive_airway_disease	322.0394750093001
CDM00000932_T116;CDM00000932_T121;CDM00000932_T126;CDM00000932_T109:bovine_copper-zinc_superoxide_dismutase	322.0379707763983
CD00001534_T116;CD00001534_T121;CD00001534_T123;CD00001534_T232;CD00001534_T777:2-aminoglutaramic_acid	322.0366709437207
CD00350955_T237;CD00350955_T777:1H-Purin-6-amine	322.03473323349675
CD00003085_T116;CD00003085_T129;CD00003085_T130:a_protein	322.0337305986997
CDM00000957_T116;CDM00000957_T121;CDM00000957_T125;CDM00000957_T220;CDM00000957_T777;CDM00000957_T109:3,3',5,5'-Tetraiodo-L-thyronine	322.0242191387832
CDM00000906_T109;CDM00000906_T121;CDM00000906_T122;CDM00000906_T220;CDM00000906_T777:Adeka_Hope_LS_35	322.02340045719046
CD00350991_T231;CD00350991_T777:13Al	322.022632542849
CD00003014_T121;CD00003014_T123;CD00003014_T197:chloride_sodium	322.01225927487866
CDM00000016_T109;CDM00000016_T121;CDM00000016_T220;CDM00000016_T777;CDM00000016_T130;CDM00000016_T231:1,2-Dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one	322.0119974033406
CD00043529_T121;CD00043529_T196:element_k	322.0116905040408
CDM00000466_T109;CDM00000466_T121;CDM00000466_T777;CDM00000466_T227:1-Phenethyl-4-(N-phenylpropionamido)piperidine	322.01135148721727
CDM00001206_T121;CDM00001206_T130;CDM00001206_T197;CDM00001206_T220;CDM00001206_T777;CDM00001206_T123;CDM00001206_T196;CDM00001206_T109:Carbonyl_Compounds,_Iron	322.00734886777644
CDM00001011_T121;CDM00001011_T123;CDM00001011_T196;CDM00001011_T231;CDM00001011_T777:30Zn	322.0072721383882
CDM00000031_T114;CDM00000031_T121;CDM00000031_T123;CDM00000031_T231;CDM00000031_T777;CDM00000031_T109:2'-Deoxyadenosine	322.00704829608566
CD00002844_T116;CD00002844_T121;CD00002844_T123;CD00002844_T221:DL-Isomer_Methionine	322.0034746541917
CDM00000767_T109;CDM00000767_T121;CDM00000767_T242;CDM00000767_T777:1-Phenyl-2-(p-hydroxyphenyl)-3,5-dioxo-4-butylpyrazolidine	321.99906211879824
