	fet_p_value_and_ratio
CDM00000281_T109;CDM00000281_T121;CDM00000281_T240;CDM00000281_T777:2H-1,2,4-Benzothiadiazine-7-sulfonamide,_6-chloro-,_1,1-dioxide	322.26356565423805
CD00356286_T777:triglycerides	322.2580831286507
CDM00000420_T121;CDM00000420_T777:drug_enzyme_inhibitors	322.2548341844526
CDM00000843_T109;CDM00000843_T121;CDM00000843_T220;CDM00000843_T777:1-(4-amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine	322.2546908339374
CDM00000113_T121;CDM00000113_T777:AIANS	322.251283975978
CDM00000516_T116;CDM00000516_T121;CDM00000516_T125;CDM00000516_T220;CDM00000516_T777;CDM00000516_T109:antidiabetic_hormone	322.24665807478436
CDM00000772_T109;CDM00000772_T121;CDM00000772_T130;CDM00000772_T231;CDM00000772_T777:4-aminohippuric_acid	322.2412896161141
CDM00000569_T116;CDM00000569_T121;CDM00000569_T129;CDM00000569_T777:antisera	322.2400627423978
CD00353334_T334:2'-Deoxythymidine	322.23966016260266
CDM00000350_T109;CDM00000350_T121;CDM00000350_T777;CDM00000350_T220;CDM00000350_T234;CDM00000350_T116;CDM00000350_T195:(11Beta,16alpha)-9-fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	322.2256410101258
CD00001202_T121;CD00001202_T777:[CV700]_DIURETICS	322.2250147899607
CDM00000425_T109;CDM00000425_T121;CDM00000425_T127;CDM00000425_T237;CDM00000425_T238;CDM00000425_T777;CDM00000425_T225:2H-1,4-Benzodiazepine-2-thione,_7-chloro-5-(2-fluorophenyl)-1,3-dihydro-1-(2,2,2-trifluoroethyl)-	322.21614152232104
CDM00000740_T121;CDM00000740_T123;CDM00000740_T197;CDM00000740_T220;CDM00000740_T777;CDM00000740_T240;CDM00000740_T231:Amidogen,_oxo-	322.21314280928044
CD00000984_T109;CD00000984_T195:2,6-Piperidinedione,_4-(2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-,_(1S-(1alpha(S*),3alpha,5beta))-	322.205836421939
CD00353689_T550:Alkaline_Phosphatase	322.2026203164038
CD00350949_T232;CD00350949_T777:alpha-Methylguanidino_acetic_acid	322.2012444536863
CDM00000501_T109;CDM00000501_T121;CDM00000501_T240;CDM00000501_T777;CDM00000501_T197:2-Furfurylamino-4-chloro-5-sulfamoylbenzoic_acid	322.1915813553887
CDM00000324_T116;CDM00000324_T121;CDM00000324_T777;CDM00000324_T109;CDM00000324_T220:alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile	322.19076373139717
CDM00000861_T109;CDM00000861_T121;CDM00000861_T231;CDM00000861_T777:1-((1-Methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol	322.18922082876975
CDM00000517_T109;CDM00000517_T121;CDM00000517_T123;CDM00000517_T240;CDM00000517_T777:6-(hydroxymethyl)oxane-2,3,4,5-tetrol	322.1865179027666
CDM00000542_T109;CDM00000542_T121;CDM00000542_T242;CDM00000542_T777:2,2',3,3',5,5'-hexachloro-6,6'-dihydroxydiphenylmethane	322.185503226254
CD00002924_T116;CD00002924_T121;CD00002924_T123;CD00002924_T232;CD00002924_T777:5'-[(3-Amino-3-carboxypropyl)methylsulfonio]-5'-deoxyadenosine_Hydroxide,_Inner_Salt	322.18468134258467
CDM00000138_T121;CDM00000138_T777;CDM00000138_T109;CDM00000138_T231;CDM00000138_T220:2-(4-Bromobenzohydryloxy)-ethyl-dimethylamine_Hydrochloride	322.1845325440296
CDM00003779_T109;CDM00003779_T121;CDM00003779_T777;CDM00003779_T240:17-allyl-3,14-dihydroxy-4,5α-epoxymorphinan-6-one	322.1818337515254
CDM00000328_T109;CDM00000328_T121;CDM00000328_T131;CDM00000328_T777;CDM00000328_T220:13H-4,6:21,24-Dietheno-8,12-metheno-1H-pyrido(3',2':14,15)(1,11)dioxacycloeicosino(2,3,4-ij)isoquinolinium	322.1809826961784
CDM00000150_T116;CDM00000150_T121;CDM00000150_T237;CDM00000150_T777:1-Methyl_N-L-alpha-aspartyl-L-phenylalanate	322.1785660435411
CDM00000468_T116;CDM00000468_T121;CDM00000468_T123;CDM00000468_T220;CDM00000468_T777:BLOOD_COAG_FACTOR_I	322.17232440563686
CDM00000869_T116;CDM00000869_T121;CDM00000869_T123;CDM00000869_T231;CDM00000869_T220;CDM00000869_T777:BLOOD_COAG_FACTOR_II	322.1693203345723
CDM00000054_T109;CDM00000054_T121;CDM00000054_T125;CDM00000054_T220;CDM00000054_T777;CDM00000054_T240;CDM00000054_T231;CDM00000054_T200:17-((1-oxohexyl)oxy)pregn-4-ene-3,20-dione	322.1681598412624
CDM00000307_T109;CDM00000307_T121;CDM00000307_T220;CDM00000307_T777;CDM00000307_T200:1H-Imidazol-2-amine,_N-(2,6-dichlorophenyl)-4,5-dihydro-	322.1663246226321
CDM00000433_T109;CDM00000433_T121;CDM00000433_T125;CDM00000433_T234;CDM00000433_T777;CDM00000433_T220;CDM00000433_T231:10,11-dihydro-N,N-Dimethyl-5H-dibenz[b,F]azepine-5-propanamine	322.1656379139738
CDM00001000_T121:Agents,_Vasodilator	322.16367084301226
CD00000318_T129:antigens	322.15767099093654
CDM00000620_T109;CDM00000620_T121;CDM00000620_T240;CDM00000620_T777;CDM00000620_T195:2-2EtN-2MePhAcN	322.1561875370691
CDM00000596_T109;CDM00000596_T121;CDM00000596_T231;CDM00000596_T777;CDM00000596_T550:1,2-Benzenediol,_4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-	322.1520045540251
CDM00000394_T109;CDM00000394_T121;CDM00000394_T220;CDM00000394_T777:2,2',2'',2''''-[(4,8-Dipiperidinopyrimido-[5,4-d]pyrimidine-2,6-diyl)dinitrilo]tetraethanol	322.1294370902729
CDM00000100_T109;CDM00000100_T121;CDM00000100_T777:anaesthetic_local	322.12263606266754
CD00353382_T222:Cholesterol	322.12137148624566
CDM00001863_T116;CDM00001863_T121;CDM00001863_T220;CDM00001863_T777:Albumin,_blood	322.12057876615387
CDM00000116_T116;CDM00000116_T129;CDM00000116_T777;CDM00000116_T109;CDM00000116_T121;CDM00000116_T234;CDM00000116_T240:10-(3-(Dimethylamino)propyl)phenothiazine	322.12012308831333
CDM00000198_T109;CDM00000198_T121;CDM00000198_T220;CDM00000198_T777:1-(p-Bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane	322.11726551465875
CD00003085_T116;CD00003085_T129;CD00003085_T130:a_protein	322.1150218466671
CDM00000275_T109;CDM00000275_T121;CDM00000275_T226;CDM00000275_T777;CDM00000275_T231:3H-1,4-Benzodiazepin-2-amine,_7-chloro-N-methyl-5-phenyl-,_4-oxide	322.1066886066497
CDM00006811_T109;CDM00006811_T121:2	322.10110004215676
CDM00000752_T109;CDM00000752_T121;CDM00000752_T234;CDM00000752_T777;CDM00000752_T195;CDM00000752_T240;CDM00000752_T220:2-Diethylaminoethyl_p-aminobenzoate	322.10058601940904
CDM00000063_T109;CDM00000063_T121;CDM00000063_T226;CDM00000063_T777:4H-(1,2,4)Triazolo(4,3-a)(1,4)benzodiazepine,_8-chloro-1-methyl-6-phenyl-	322.0968465802943
CDM00000144_T116;CDM00000144_T121;CDM00000144_T123;CDM00000144_T237;CDM00000144_T777:2-Amino-5-guanidinovaleric_acid	322.09064812140963
CDM00000810_T109;CDM00000810_T121;CDM00000810_T231;CDM00000810_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-ethyl-5-phenyl-	322.08916444694364
CD00001951_T116;CD00001951_T121;CD00001951_T123;CD00001951_T237;CD00001951_T777:1-Leucine	322.0845096787794
CD00350992_T237;CD00350992_T777:calcium	322.07174469749407
CD00000124_T129:agglutinin	322.06612611778206
CDM00000042_T116;CDM00000042_T121;CDM00000042_T125;CDM00000042_T234;CDM00000042_T777;CDM00000042_T109:1-39_ACTH	322.06380541138435
CD00350988_T231;CD00350988_T777:Kalium	322.06004533690617
CD00001602_T121;CD00001602_T196;CD00001602_T234;CD00001602_T777:atomic_helium	322.05345218166167
CDM00000112_T121;CDM00000112_T777;CDM00000112_T130:Agents,_Antiinflammatory	322.04804211602186
CD00356185_T777:Thyroid	322.045559856158
CDM00000795_T109;CDM00000795_T121;CDM00000795_T234;CDM00000795_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-ethyl-5-(1-methylbutyl)-	322.04042452042916
CD00350991_T231;CD00350991_T777:13Al	322.0235247324242
CD00006872_T109;CD00006872_T121;CD00006872_T123;CD00006872_T220;CD00006872_T777:2-Acetoxyethyltrimethylammonium_Chloride	322.02322854390036
CDM00000767_T109;CDM00000767_T121;CDM00000767_T242;CDM00000767_T777:1-Phenyl-2-(p-hydroxyphenyl)-3,5-dioxo-4-butylpyrazolidine	322.0211287725186
CD00043529_T121;CD00043529_T196:element_k	322.0195777208621
CDM00000747_T109;CDM00000747_T121;CDM00000747_T125;CDM00000747_T220;CDM00000747_T777:1,2-benzenediol,_4-(2-amino-1-hydroxyethyl)-,_(+/-)-	322.0187210665526
CD00002404_T121;CD00002404_T123;CD00002404_T196;CD00002404_T240;CD00002404_T777:Dioxygen	322.01328867297775
CDM00000032_T114;CDM00000032_T121;CDM00000032_T123;CDM00000032_T330;CDM00000032_T550:3'-5'-cyclic_adenosine_monophosphate	322.0053915162104
CDM00000906_T109;CDM00000906_T121;CDM00000906_T122;CDM00000906_T220;CDM00000906_T777:Adeka_Hope_LS_35	322.0043586683511
CDM00000422_T109;CDM00000422_T121;CDM00000422_T125;CDM00000422_T240;CDM00000422_T777;CDM00000422_T220:1,2-Benzenediol,_4-(1-hydroxy-2-(methylamino)ethyl)-,_(R)-	322.001888750521
CDM00000016_T109;CDM00000016_T121;CDM00000016_T220;CDM00000016_T777;CDM00000016_T130;CDM00000016_T231:1,2-Dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one	321.99775928183266
CDM00000570_T109;CDM00000570_T121;CDM00000570_T220;CDM00000570_T777;CDM00000570_T231;CDM00000570_T200:1-(4-chlorobenzoyl)-5-methoxy-_2-methyl-1-H-indole-3-acetic_acid	321.99567374937027
CD00356110_T777:Enzymes	321.987286376614
CDM00000031_T114;CDM00000031_T121;CDM00000031_T123;CDM00000031_T231;CDM00000031_T777;CDM00000031_T109:2'-Deoxyadenosine	321.9755716740558
CDM00000353_T109;CDM00000353_T121;CDM00000353_T330;CDM00000353_T777;CDM00000353_T123;CDM00000353_T220:1,2-Benzenediol,_4-(2-aminoethyl)-	321.9725766795094
CDM00001206_T121;CDM00001206_T130;CDM00001206_T197;CDM00001206_T220;CDM00001206_T777;CDM00001206_T123;CDM00001206_T196;CDM00001206_T109:Carbonyl_Compounds,_Iron	321.96078849346105
CDM00003236_T109;CDM00003236_T121;CDM00003236_T225;CDM00003236_T777:[1R-(Exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic_acid,_methyl_ester	321.9485698169253
CDM00001792_T116;CDM00001792_T121;CDM00001792_T129;CDM00001792_T777;CDM00001792_T553;CDM00001792_T220;CDM00001792_T231;CDM00001792_T109;CDM00001792_T200:adalimumab-adbm	321.9382752706562
CD00001645_T116;CD00001645_T121;CD00001645_T123;CD00001645_T237;CD00001645_T777:Glyoxaline-5-alanine	321.9325785280119
CDM00000708_T109;CDM00000708_T121;CDM00000708_T231;CDM00000708_T777:(5alpha,6alpha)-17-methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol	321.90505036060046
CDM00000077_T116;CDM00000077_T121;CDM00000077_T123;CDM00000077_T231;CDM00000077_T777;CDM00000077_T109;CDM00000077_T127;CDM00000077_T237:2-(1,2-dihydroxyethyl)-4,5-dihydroxy-furan-3-one	321.89665921665926
CDM00001010_T121;CDM00001010_T197;CDM00001010_T220:Dihydrogen_oxide	321.8760523899183
CDM00000233_T116;CDM00000233_T121;CDM00000233_T220;CDM00000233_T777;CDM00000233_T109;CDM00000233_T231:1-bis(2-chloroethyl)-amino-1-oxo-2-aza-5-oxaphosphoridin_monohydrate	321.8633009425941
CD00000718_T121;CD00000718_T123;CD00000718_T777:catecholamines	321.8532073299408
CD00355609_T551:3-(2-Aminoethyl)-1H-indol-5-ol	321.83204037841796
CD00356270_T777:retinal	321.82336300315325
CD00353642_T231:1H-Imidazole-4-ethanamine	321.7746883633818
CD00350965_T232;CD00350965_T777:inulin	321.6898694296673
CDM00000173_T109;CDM00000173_T121;CDM00000173_T777;CDM00000173_T231:1-(isopropylamino)-3-[4-(2-methoxyethyl)phenoxy]propan-2-ol	320.1156692076276
CDM00000234_T109;CDM00000234_T121;CDM00000234_T220;CDM00000234_T777;CDM00000234_T131:2-((Aminocarbonyl)oxy)-N,N,N-trimethylethanaminium_chloride	318.9546260557926
CD00013430_T109;CD00013430_T121;CD00013430_T334:Ion,_Tetraethylammonium	317.4647989680361
CDM00000535_T109;CDM00000535_T121;CDM00000535_T220;CDM00000535_T777:1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine	315.48014680378424
CDM00000348_T109;CDM00000348_T121;CDM00000348_T125;CDM00000348_T232;CDM00000348_T550;CDM00000348_T777;CDM00000348_T123;CDM00000348_T231:17-Hormoforin	314.7316450049713
CD00352863_T231;CD00352863_T777:urea	313.30115902373296
CDM00000055_T109;CDM00000055_T121;CDM00000055_T220;CDM00000055_T777;CDM00000055_T195;CDM00000055_T231:1,3,5-Triazine-2,4-diamine,_6-(4-(bis(4-fluorophenyl)methyl)-1-piperazinyl)-N,N'-di-2-propenyl-	313.1142839285337
CDM00000525_T109;CDM00000525_T121;CDM00000525_T123:gag(glycosaminoglycan)	309.81258987853613
CDM00000429_T109;CDM00000429_T121;CDM00000429_T231;CDM00000429_T777:1-(1H-Indol-4-yloxy)-3-((1-methylethyl)amino)-2-propanol	307.4780629443437
CDM00000700_T109;CDM00000700_T121;CDM00000700_T231;CDM00000700_T777:2,3-Dihydro-3-hydroxy-2-imino-6-(1-piperidinyl)-4-pyrimidinamine	307.149228917061
CDM00000957_T116;CDM00000957_T121;CDM00000957_T125;CDM00000957_T220;CDM00000957_T777;CDM00000957_T109:3,3',5,5'-Tetraiodo-L-thyronine	305.6116834306347
CDM00000734_T109;CDM00000734_T121;CDM00000734_T220;CDM00000734_T777:3,5-Pyridinedicarboxylic_acid,_1,4-dihydro-2,6-dimethyl-4-(2-nitrophenyl)-,_dimethyl_ester	304.16993736782575
CDM00001009_T116;CDM00001009_T121;CDM00001009_T123;CDM00001009_T231:Coagulation_Factor_VIII_VWF	300.48124133481855
CD00356284_T777:thyroid_hormones	300.25507514104135
CDM00001665_T109;CDM00001665_T121;CDM00001665_T130;CDM00001665_T777;CDM00001665_T220:2-(6-hydroxy-3-oxo-3h-xanthen-9-yl)-benzoic_acid	294.86747724100127
CDM00000015_T109;CDM00000015_T121;CDM00000015_T220;CDM00000015_T777:4-acetamidophenol	292.51680415790247
CDM00000428_T109;CDM00000428_T121;CDM00000428_T220;CDM00000428_T777:12'-Hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione	292.20513561314414
CD00296440_T121;CD00296440_T197;CD00296440_T240:Air	292.181896831739
CDM00000021_T116;CDM00000021_T121;CDM00000021_T231;CDM00000021_T777;CDM00000021_T109;CDM00000021_T240:2-Acetoxybenzenecarboxylic_acid	289.6100468536563
CDM00000287_T109;CDM00000287_T121;CDM00000287_T220;CDM00000287_T777;CDM00000287_T234:1-keto-3-(3'-Sulfamyl-4'-chlorophenyl)-3-hydroxyisoindoline	289.3330749198135
CDM00000108_T121:antirheumatic_agent	289.2473612482567
CDM00000182_T109;CDM00000182_T121;CDM00000182_T127;CDM00000182_T232;CDM00000182_T777:1H-Thieno(3,4-d)imidazole-4-pentanoic_acid,_hexahydro-2-oxo-,_(3aS-(3aalpha,4beta,6aalpha))-	285.0117640065033
CDM00000885_T109;CDM00000885_T121;CDM00000885_T231;CDM00000885_T777:3,4,5-trimethoxybenzoyl_methyl_reserpate	282.75729812026054
CD00356216_T777:bilirubin	281.8894950381754
CDM00000998_T121:Agents,_Vasoconstrictor	279.683851096906
CDM00000103_T121;CDM00000103_T777:ACE_INHIB	278.6897577160865
CD00001850_T121:ionophore	277.7715896774674
CDM00001007_T109;CDM00001007_T121;CDM00001007_T127;CDM00001007_T238;CDM00001007_T777;CDM00001007_T237:[11,12-3H]-Retinol	274.7527708652337
CD00012125_T109;CD00012125_T121:Glycoproteins	273.93123523308145
CD00000248_T121;CD00000248_T125:Agents,_Androgenic	273.818960670819
CD00355804_T240;CD00355804_T777:trypsin	271.01549190490016
CDM00000141_T109;CDM00000141_T121;CDM00000141_T231;CDM00000141_T777;CDM00000141_T200:(-)-10,11-dihydroxyaporphine	269.27909273168683
CDM00000080_T116;CDM00000080_T121;CDM00000080_T123;CDM00000080_T220;CDM00000080_T330;CDM00000080_T777;CDM00000080_T109;CDM00000080_T237:2-Aminopropanoic_acid	268.96349598519447
CDM00000001_T109;CDM00000001_T121;CDM00000001_T777;CDM00000001_T231:2_Bromo_alpha_ergocryptine	267.8709611773386
CD00351925_T222;CD00351925_T777:sucrose	267.7161677290804
CD00355945_T550:Ba	265.30086956648876
CDM00001742_T109;CDM00001742_T121;CDM00001742_T777;CDM00001742_T234:(16alpha,17alpha)-17-Hydroxyyohimban-16-carboxylic_acid_methyl_ester	264.3514270365448
CD00350993_T237;CD00350993_T777:Magnesium	262.2029623825546
C0024467_123;C0024467_196:magnesium	262.2029623825546
CDM00000656_T109;CDM00000656_T121;CDM00000656_T225;CDM00000656_T777:1,3-Propanediol,_2-methyl-2-propyl-,_dicarbamate	260.73784554242917
CDM00000030_T114;CDM00000030_T121;CDM00000030_T123;CDM00000030_T232;CDM00000030_T777;CDM00000030_T109;CDM00000030_T231:(3S)-Tetrahydro-3-furanyl_((1S,2R)-3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(phenylmethyl)propyl)carbamate	258.09147063376486
CDM00000459_T109;CDM00000459_T121;CDM00000459_T220;CDM00000459_T777:(1-Amino-3-(((2-((diaminomethylene)amino)-4-thiazolyl)methyl)thio)propylidene)sulfamide	254.4380746145096
CDM00000533_T109;CDM00000533_T121;CDM00000533_T220;CDM00000533_T777:2-(1'-Azacyclooctyl)ethylguanidine	254.24534249292054
CDM00000759_T109;CDM00000759_T121;CDM00000759_T220;CDM00000759_T777:3-(α-L-rhamnopyranosyloxy)-1β,5β,11α,14,19-pentahydroxy-5β-card-20(22)-enolide	250.68016456752312
CD00003082_T109;CD00003082_T121;CD00003082_T125;CD00003082_T441:17beta-Hydroxy-3-androstanone	250.46378227460102
CDM00000323_T121:birth_contraceptive_control_pills	249.6943059150971
CD00352601_T330:Glucose-6-Phosphate	249.22184825276878
CDM00000685_T109;CDM00000685_T121;CDM00000685_T220;CDM00000685_T777:1-Methyl-dextro-lysergic_acid_(+)-1-hydroxy-2-butylamide	248.44917533477278
CDM00001001_T116;CDM00001001_T121;CDM00001001_T125;CDM00001001_T220;CDM00001001_T777:3-Isoleucyl_vasopressin	248.0077459203468
CD00002118_T116;CD00002118_T121;CD00002118_T123;CD00002118_T237;CD00002118_T777:2-Amino-4-(methylthio)butyric_acid	247.6766300614212
CDM00000065_T109;CDM00000065_T121;CDM00000065_T123;CDM00000065_T550;CDM00000065_T777:alkaloid_rauwolfia	244.17270730407392
CD00356264_T777:phosphorus	243.63286870837354
CD00000525_T109;CD00000525_T121;CD00000525_T330:6-(5,6,7,8-Tetrahydro-6-methyl-1,3-dioxolo(4,5-g)isoquinolin-5-yl)furo(3,4-e)1,3-benzodioxol-8(6H)one	239.84636535159055
CDM00000220_T121;CDM00000220_T777:agents_blocking_calcium_channel	238.29282338047753
CDM00000621_T109;CDM00000621_T121;CDM00000621_T777;CDM00000621_T220:4-Piperidinecarboxylic_acid,_1-methyl-4-phenyl-,_ethyl_ester	236.67603103553043
CDM00000218_T109;CDM00000218_T121;CDM00000218_T127;CDM00000218_T237;CDM00000218_T777;CDM00000218_T125;CDM00000218_T200:1,25-DHCC	235.07312418990225
CD00355632_T240;CD00355632_T777:nitrogen	234.7775644146918
CDM00001011_T121;CDM00001011_T123;CDM00001011_T196;CDM00001011_T231;CDM00001011_T777:30Zn	234.49699200555816
CDM00000088_T109;CDM00000088_T121;CDM00000088_T123;CDM00000088_T226;CDM00000088_T777;CDM00000088_T225;CDM00000088_T131;CDM00000088_T220:[1-(3-Methoxyphenyl)-2-propyl]amine	233.04674858017833
CDM00000154_T109;CDM00000154_T121;CDM00000154_T231;CDM00000154_T777:(1-Thio-beta-D-glucopyranosato)(triethylphosphine)gold_2,3,4,6-tetraacetate	232.30725582752322
CD00001558_T109;CD00001558_T121;CD00001558_T231:Aurothiomalate_Disodium	231.21655613466928
CDM00000639_T121;CDM00000639_T197;CDM00000639_T234;CDM00000639_T777;CDM00000639_T109;CDM00000639_T220;CDM00000639_T242;CDM00000639_T200:800_Sodium_Bicarbonate_Powder	228.4951471552386
