	fet_p_value_and_ratio
CD00004804_T109;CD00004804_T121:5-carboxamide_tryptamine	322.85905731177354
CD00025209_T109;CD00025209_T121:1H-Indole-3-carboxylic_acid,_1-methyl-,_(1-(2-((methylsulfonyl)amino)ethyl)-4-piperidinyl)methyl_ester	322.8537485213958
CD00024651_T109;CD00024651_T121:M100907	322.84420150665886
CDM00022587_T109;CDM00022587_T121;CDM00022587_T231;CDM00022587_T777:1-(2-(2,4-dimethylphenylsulfanyl)phenyl)piperazine	322.84352380381875
CD00209258_T109;CD00209258_T121;CD00209258_T220:3-(2-cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one	322.83909183009104
CDM00001709_T109;CDM00001709_T121;CDM00001709_T231;CDM00001709_T777:1H-indole-3-carboxylic_acid,_octahydro-3-oxo-2,6-methano-2H-quinolizin-8-yl_ester,_(2-alpha,6-alpha,8-alpha,9a-beta)-	322.8266194692683
CDM00000123_T121;CDM00000123_T777:Agents,_Antiepileptic	322.8210589305003
CD00019874_T109;CD00019874_T121:mesulergine	322.8184394608653
CD00203438_T121:Acetaminophen_3	322.8181815926304
CD00002119_T109;CD00002119_T121:Methiothepin	322.8155768709006
CD00005028_T109;CD00005028_T121:1-Naphthalenol,_7-(dipropylamino)-5,6,7,8-tetrahydro-	322.7985867103928
CD00004637_T109;CD00004637_T121:1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane	322.79750237955966
CD00038889_T109;CD00038889_T121;CD00038889_T231:5-((1-methyl-3-indolyl)carbonyl)-4,5,6,7-tetrahydro-1H-benzimidazol	322.79576902498593
CD00198648_T116;CD00198648_T121;CD00198648_T220:[9-L-tyrosine]heat-stable_enterotoxin_(Escherichia_coli)-(6-19)-peptide	322.7805436976513
CD00249387_T200:capsaicin_topical	322.7744537129366
CD00356081_T777:Analgesics	322.7744472360917
CD00000340_T121;CD00000340_T777:Agents,_Antihypertensive	322.7742767389852
CD00003645_T109;CD00003645_T121:1-(3-(trifluoromethyl)phenyl)piperazine	322.76152106292244
CDM00003243_T109;CDM00003243_T121;CDM00003243_T231;CDM00003243_T777:1-pyrrolidineacetamide,_alpha-ethyl-2-oxo-,(S)-	322.7588518234697
CDM00000766_T109;CDM00000766_T121;CDM00000766_T226;CDM00000766_T777:(-)-14-Hydroxydihydrocodeinone	322.7572847774928
CDM00003264_T109;CDM00003264_T121;CDM00003264_T226;CDM00003264_T777;CDM00003264_T116:1008,_CI	322.7550769279485
CD00015102_T109;CD00015102_T121;CD00015102_T550:5H-Thiazolo(3,2-a)pyrimidin-5-one,_6-(2-(4-(bis(4-fluorophenyl)methylene)-1-piperidinyl)ethyl)-7-methyl-	322.75377978222673
CD00092266_T109;CD00092266_T121;CD00092266_T220;CD00092266_T777:N-(((5-methyl-3-phenylisoxazol-4-yl)-phenyl)sulfonyl)propanamide	322.75079109235844
CDM00007427_T109;CDM00007427_T121;CDM00007427_T220;CDM00007427_T777:(2R)-2-(Acetylamino)-N-benzyl-3-methoxypropanamide	322.750621316375
CDM00000965_T109;CDM00000965_T121;CDM00000965_T231;CDM00000965_T777:Crispin	322.73757910727477
CDM00001272_T109;CDM00001272_T121;CDM00001272_T777;CDM00001272_T220:1H-Pyrrolizine-1-carboxylic_acid,_5-benzoyl-2,3-dihydro	322.7363864366211
CD00302090_T121;CD00302090_T777:Other_antidepressants	322.7276604318694
CDM00001207_T109;CDM00001207_T121;CDM00001207_T220;CDM00001207_T777:2-phenyl-1,3-propanediol_dicarbamate	322.7267631425333
CD00297255_T109;CD00297255_T121;CD00297255_T777:Other_opioids	322.7237162903005
CDM00001422_T109;CDM00001422_T121;CDM00001422_T220;CDM00001422_T777:(-)-1-Propyl-2',6'-dimethyl-2-piperidylcarboxyanilid	322.72090234491714
CDM00001771_T109;CDM00001771_T121;CDM00001771_T777;CDM00001771_T231:agomelatine	322.71847404921095
CD00085488_T109;CD00085488_T121;CD00085488_T125;CD00085488_T220:11-deoxycorticosterone_acetate	322.71758927621056
CDM00001778_T109;CDM00001778_T121;CDM00001778_T231;CDM00001778_T777:4-(1,1-Dimethylethyl)-N-(6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-(2,2'-bipyrimidin)-4-yl)_benzenesulfornamide	322.71058946179323
CDM00001154_T109;CDM00001154_T121;CDM00001154_T225;CDM00001154_T777:1-phenyl-5-methyl-8-chloro-1,2,4,5-_tetrahydro-2,4-diketo-3H-1,5-benzodiazepine	322.70886745387565
CDM00001353_T109;CDM00001353_T121;CDM00001353_T220;CDM00001353_T777:10,11-dihydro-10-oxo-5H-dibenz(b,f)azepine-5-carboxamide	322.7070156990006
CD00019288_T109;CD00019288_T121:ipsapirone	322.70415535178785
CDM00001498_T109;CDM00001498_T121;CDM00001498_T231;CDM00001498_T777:1,2-benzisoxazole-3-methanesulfonamide	322.70344397655606
CDM00001240_T109;CDM00001240_T121;CDM00001240_T231;CDM00001240_T777;CDM00001240_T200:1H-Indazole-3-carboxamide,_1-methyl-N-(9-methyl-9-azabicyclo(3.3.1)non-3-yl)-,_endo-	322.70299723248314
CD00003639_T109;CD00003639_T121;CD00003639_T550:1-(3-chlorophenyl)piperazine	322.7009670192998
CDM00000446_T109;CDM00000446_T121;CDM00000446_T220;CDM00000446_T777:2,5-Pyrrolidinedione,_3-ethyl-3-methyl-	322.6990238094325
CD00000303_T121;CD00000303_T777:Agents,_Antidepressive	322.6887661686032
CDM00001061_T109;CDM00001061_T121;CDM00001061_T220;CDM00001061_T777:3,5-Pyridinedicarboxylic_acid,_2-((2-aminoethoxy)methyl)-4-(2-chlorophenyl)-1,4-dihydro-6-methyl-,_3-ethyl_5-methyl_ester	322.6887316735186
CDM00001032_T116;CDM00001032_T121;CDM00001032_T123;CDM00001032_T220;CDM00001032_T777:4-Amino-5-hexenoic_acid	322.68752658726925
CDM00006813_T109;CDM00006813_T121;CDM00006813_T777;CDM00006813_T231;CDM00006813_T220:(2R)-(1R)-3,5-bis(trifluoromethylphenyl)ethoxy)-(3S)-(4-fluoro)phenyl-4-(3-(5-oxo-1H,4H-1,2,4-triazole)methyl-morpholine	322.6845361857061
CDM00000096_T109;CDM00000096_T121;CDM00000096_T777;CDM00000096_T131:analgesics_opioid	322.6810252719056
CD00002115_T109;CD00002115_T121;CD00002115_T330:Carbamic_acid,_(((8beta)-1,6-dimethylergolin-8-yl)methyl)-,_phenylmethyl_ester	322.6783480881815
CD00001914_T109;CD00001914_T121;CD00001914_T550;CD00001914_T777:2,4(1H,3H)-Quinazolinedione,_3-(2-(4-(4-fluorobenzoyl)-1-piperidinyl)ethyl)-	322.67516807147706
CDM00001339_T109;CDM00001339_T121;CDM00001339_T231;CDM00001339_T777:gabitril	322.6725749043148
CD00002839_T109;CD00002839_T121:2-(1-Piperazinyl)quinoline	322.66746343451604
CDM00003367_T109;CDM00003367_T121;CDM00003367_T236;CDM00003367_T777:1-(((5-Methoxyindol-3-yl)methylene)amino)-3-pentylguanidine	322.66589085169255
CD00356247_T777:hydroxytryptamine	322.66288796735796
CDM00003259_T109;CDM00003259_T121;CDM00003259_T777;CDM00003259_T231:1H-Imidazole-5-carboxylic_Acid,_4-(1-hydroxy-1-methylethyl)-2-propyl-1-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-,(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl_Ester	322.6627626666296
CDM00001333_T109;CDM00001333_T121;CDM00001333_T231;CDM00001333_T777:1,1'-[Bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)]-2,2'-iminodiethanol	322.6554875613927
CDM00000611_T109;CDM00000611_T121;CDM00000611_T220;CDM00000611_T777:3-Carboxamido-4-hydroxy-alpha-((1-methyl-3-phenylpropylamino)methyl)benzyl_alcohol	322.6553669858694
CDM00000557_T109;CDM00000557_T121;CDM00000557_T225;CDM00000557_T777:4,5-alpha-Epoxy-3-methoxy-17-methylmorphinan-6-one	322.65244852871393
CDM00001493_T109;CDM00001493_T121;CDM00001493_T220;CDM00001493_T777:1-(2-(dimethylamino)-1-(4-methoxyphenyl)ethyl)cyclohexanol	322.648691445979
CDM00000202_T109;CDM00000202_T121;CDM00000202_T231;CDM00000202_T777:1-Butyl-2',6'-pipecoloxylidide	322.6430117517119
CDM00009182_T109;CDM00009182_T121;CDM00009182_T231;CDM00009182_T777:(2S,4S,5S,7S)-5-Amino-N-(2-carbamoyl-2-methylpropyl)-4-hydroxy-2-isopropyl-7-(4-methoxy-3-(3-methoxypropoxy)benzyl)-8-methylnonamide	322.6423988776765
CDM00001639_T109;CDM00001639_T121;CDM00001639_T220;CDM00001639_T777:1H-Indole-2-carboxylic_Acid,_1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2S-(1(R*(R*))2alpha,3abeta,7abeta))-,_compound_with_2-Methyl-2-propanamine(1:1)	322.64153306543756
CDM00000379_T109;CDM00000379_T121;CDM00000379_T331;CDM00000379_T777;CDM00000379_T225:4,5alpha-Epoxy-3-hydroxy-17-methyl-6-morphinanone	322.6387801017114
CDM00001275_T109;CDM00001275_T121;CDM00001275_T231;CDM00001275_T777:3,5-diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine	322.63783299717767
CD00000302_T121:Agents,_Anticonvulsive	322.63514221613667
CDM00001239_T109;CDM00001239_T121;CDM00001239_T220;CDM00001239_T777:4H-Carbazol-4-one,_1,2,3,9-tetrahydro-9-methyl-3-((2-methyl-1H-imidazol-1-yl)methyl)-	322.6349219632721
CDM00001839_T109;CDM00001839_T121;CDM00001839_T220;CDM00001839_T777:1H-Indole-3-ethanamine,_N,N-dimethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-,_Monobenzoate	322.6321526903673
CDM00001229_T109;CDM00001229_T121;CDM00001229_T231;CDM00001229_T777:1-(aminomethyl)cyclohexaneacetic_acid	322.6290775609603
CDM00001437_T109;CDM00001437_T121;CDM00001437_T220;CDM00001437_T777:1-Naphthalenamine,1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-N-methyl-,_(1S-cis)-	322.6269314222478
CDM00001670_T121;CDM00001670_T777:5_HT_UPTAKE_INHIB	322.6258496281895
CDM00001038_T109;CDM00001038_T121;CDM00001038_T220;CDM00001038_T777:1,2,3,4,10,14b-Hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)benzazepine	322.6226682688901
CDM00009131_T109;CDM00009131_T121;CDM00009131_T231;CDM00009131_T777:5-Isobenzofurancarbonitrile,_1-(3-(dimethylamino)propyl)-1-(4-fluorophenyl)-1,3-dihydro-,(1S)-,_ethanedioate(1:1)	322.61723961712426
CDM00001823_T109;CDM00001823_T121;CDM00001823_T231;CDM00001823_T777:2-Oxazolidinone,_4-((3-(2-(dimethylamino)ethyl)-1H-indol-5-yl)methyl)-,(S)-	322.6162678338173
CDM00001334_T109;CDM00001334_T121;CDM00001334_T242;CDM00001334_T777:1-(3-(4-(m-Chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one	322.60819392557534
CD00301592_T121;CD00301592_T777:Renin-inhibitors	322.5970913389492
CDM00016905_T109;CDM00016905_T121;CDM00016905_T220;CDM00016905_T777:1H-Pyrazolo(3,4-c)pyridine-3-carboxamide,_4,5,6,7-tetrahydro-1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxo-1-piperidinyl)phenyl)-	322.5947983575325
CDM00003337_T121:Angiotensin_2_Receptor_Blocker	322.5935783254021
CDM00001757_T109;CDM00001757_T121;CDM00001757_T220;CDM00001757_T777:(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine	322.5906460769603
CDM00001816_T109;CDM00001816_T121;CDM00001816_T231;CDM00001816_T777:1,3-Diazaspiro(4.4)non-1-en-4-one,_2-butyl-3-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-	322.58657771482586
CD00236826_T109;CD00236826_T121;CD00236826_T220;CD00236826_T777:edoxaban	322.5821851467776
CDM00001292_T116;CDM00001292_T121;CDM00001292_T231;CDM00001292_T777;CDM00001292_T109:1-(N(Sup_2)-((S)-1-Carboxy-3-Phenylpropyl)-L-Lysyl)-L-Proline	322.57692799661015
CDM00001767_T109;CDM00001767_T121;CDM00001767_T231;CDM00001767_T777:(1,1'-Biphenyl)-2-carboxylic_acid,_4'-((1,4'-dimethyl-2'-propyl(2,6'-bi-1H-benzimidazol)-1'-yl)methyl)-	322.5725100664964
CDM00001499_T109;CDM00001499_T121;CDM00001499_T220;CDM00001499_T231;CDM00001499_T777:1-Piperazinecarboxylic_acid,_4-methyl-,_6-(5-chloro-2-pyridinyl)-6,7-dihydro-7-oxo-5H-pyrrolo(3,4-b)pyrazin-5-yl_ester	322.572090383573
CDM00001319_T109;CDM00001319_T121;CDM00001319_T231;CDM00001319_T777:4-Chlor-N-(2-morpholinoethyl)benzamid	322.5677145835127
CD00202979_T109;CD00202979_T121;CD00202979_T777:dabigatran	322.5671100617179
CD00000511_T109;CD00000511_T121;CD00000511_T231;CD00000511_T777:2-[2-(Methylamino)ethyl]pyridine	322.5654190095696
CD00355318_T330:(+)-fluoxetine	322.5640661029736
CD00355385_T330:(−)-fluoxetine	322.5640661029736
CDM00001320_T109;CDM00001320_T121;CDM00001320_T231;CDM00001320_T777:2-((diphenylmethyl)sulfinyl)acetamide	322.56401848212295
CDM00001364_T109;CDM00001364_T121;CDM00001364_T231;CDM00001364_T777:(−)-(3S,4R)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine	322.56383583441504
CDM00001731_T109;CDM00001731_T121;CDM00001731_T231;CDM00001731_T777:diovan_[brand_name]	322.5599363059169
CDM00001691_T109;CDM00001691_T121;CDM00001691_T777;CDM00001691_T231:2-((2-ethoxyphenoxy)benzyl)morpholine_methanesulfonate	322.55266165798633
CD00009274_T109;CD00009274_T121;CD00009274_T231;CD00009274_T777:1H-Indole-3-carboxylic_acid,_8-methyl-8-azabicyclo(3.2.1)oct-3-yl_ester,_endo-	322.5524059298943
CDM00000562_T121;CDM00000562_T777:agent_anti_anxiety	322.5518892509696
CDM00001481_T109;CDM00001481_T121;CDM00001481_T777;CDM00001481_T220:1-(4-Amino-6,7-dimethoxy-2-chinazolinyl)-4-(2,3-dihydro-1,4-benzodioxixin-2-ylcarbonyl)piperazin	322.55112447703846
CDM00000395_T109;CDM00000395_T121;CDM00000395_T236;CDM00000395_T777:dipyrone	322.5509057507335
CDM00000298_T109;CDM00000298_T121;CDM00000298_T220;CDM00000298_T777:1,3-Dihydro-1-(3-(dimethylamino)propyl)-1-(4-fluorophenyl)-5-isobenzofurancarbonitrile	322.5486658456265
CD00003047_T109;CD00003047_T121:2-Propylpentanoic_Acid_Sodium_Salt	322.5442508538254
CD00001898_T109;CD00001898_T121:2-Carboxy-4-isopropenyl-3-pyrrolidineacetic_Acid	322.537342039543
CDM00001471_T109;CDM00001471_T121;CDM00001471_T220;CDM00001471_T777:2,3-4,5-bis-O-(1-methylethylidene)-beta-D-fructopyranose_sulfamate	322.53685639300414
CDM00000417_T116;CDM00000417_T121;CDM00000417_T240;CDM00000417_T777;CDM00000417_T220;CDM00000417_T109:1-(N-((S)-1-Carboxy-3-phenylpropyl)-L-alanyl)-L-proline_1'-ethyl_ester	322.5359137407192
CDM00001385_T109;CDM00001385_T121;CDM00001385_T231;CDM00001385_T777:3,5-Pyridinedicarboxylic_Acid,_4-(2,1,3-benzoxadiazol-4-yl)-1,4-dihydro-2,6-dimethyl-,_Methyl_1-methylethyl_Ester	322.5348149200892
CDM00000621_T109;CDM00000621_T121;CDM00000621_T777;CDM00000621_T220:4-Piperidinecarboxylic_acid,_1-methyl-4-phenyl-,_ethyl_ester	322.5344484205894
CDM00015254_T109;CDM00015254_T121;CDM00015254_T220;CDM00015254_T777:dabigatran_etexilate	322.5291621830312
CDM00000556_T109;CDM00000556_T121;CDM00000556_T220;CDM00000556_T777:1(2H)-Phthalazinone,_hydrazone	322.52747281356403
CDM00000103_T121;CDM00000103_T777:ACE_INHIB	322.52742147983287
CDM00003351_T109;CDM00003351_T121;CDM00003351_T220;CDM00003351_T777;CDM00003351_T330:1-(cyclohexylocarbonyloxy)ethyl-2-ethoxy-1-(2'-(1H-tetrazol-5-yl)biphenyl-4-yl)-1H-benzimidazole-7-carboxylate	322.52684928220043
CD00001054_T109;CD00001054_T121;CD00001054_T125:11_Decorticosterone	322.51825689568096
CDM00001658_T109;CDM00001658_T121;CDM00001658_T231;CDM00001658_T777:Chronogesic	322.51774782425616
CDM00000901_T121;CDM00000901_T777:5_HT_ANTAG	322.51616486943243
CDM00000100_T109;CDM00000100_T121;CDM00000100_T777:anaesthetic_local	322.51598294081475
CDM00000685_T109;CDM00000685_T121;CDM00000685_T220;CDM00000685_T777:1-Methyl-dextro-lysergic_acid_(+)-1-hydroxy-2-butylamide	322.51246514575996
CD00350998_T331:Dimethyltryptamine	322.5124461172022
CDM00000678_T116;CDM00000678_T121;CDM00000678_T220;CDM00000678_T777;CDM00000678_T109;CDM00000678_T123:3-Hydroxy-alpha-methyl-L-tyrosine	322.5120457429466
CD00355609_T551:3-(2-Aminoethyl)-1H-indol-5-ol	322.51201570136055
CDM00000120_T121:Agents,_Tricyclic_Antidepressive	322.507983910753
CDM00000996_T109;CDM00000996_T121;CDM00000996_T231;CDM00000996_T777:2-n-propyl-n-valeric_acid	322.5017643290296
CDM00000750_T109;CDM00000750_T121;CDM00000750_T220;CDM00000750_T777:10,11-dihydro-N-Methyl-5H-dibenzo[a,D]cycloheptene-delta(5,gamma)-propylamine	322.4969876760499
CDM00000461_T109;CDM00000461_T121;CDM00000461_T231;CDM00000461_T777:3,5-Pyridinedicarboxylic_acid,_4-(2,3-dichlorophenyl)-1,4-dihydro-2,6-dimethyl-,_ethyl_methyl_ester	322.4959010877735
CDM00000006_T116;CDM00000006_T121;CDM00000006_T123;CDM00000006_T232;CDM00000006_T109:2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic_acid	322.49459386355926
CDM00000466_T109;CDM00000466_T121;CDM00000466_T777;CDM00000466_T227:1-Phenethyl-4-(N-phenylpropionamido)piperidine	322.4935645247057
CDM00001497_T109;CDM00001497_T121;CDM00001497_T220;CDM00001497_T777:ambien_[brand_name]	322.48957192093155
CDM00015913_T109;CDM00015913_T121;CDM00015913_T777;CDM00015913_T220:5-chloro-N-(((5S)-2-oxo-3-(4-(3-oxomorpholin-4-yl)phenyl)-1,3-oxazolidin-5-yl)methyl)thiophene-2-carboxamide	322.48894405151407
CDM00003740_T109;CDM00003740_T121;CDM00003740_T220;CDM00003740_T777:9,11alpha-Epoxy-17-hydroxy-3-oxo-17alpha-pregn-4-ene-7alpha,21-dicarboxylic_acid,_gamma-lactone,_Methyl_Ester	322.48805893106055
CDM00000151_T109;CDM00000151_T121;CDM00000151_T220;CDM00000151_T777:1-p-Carbamoylmethylphenoxy-3-isopropylamino-2-propanol	322.48544499945785
CDM00000235_T109;CDM00000235_T121;CDM00000235_T231;CDM00000235_T777:5-Carbamoyl-5H-dibenz(b,f)azepine	322.4846957495268
CD00301534_T121;CD00301534_T777:Vitamin_K_antagonists	322.4821765933449
CDM00001273_T109;CDM00001273_T121;CDM00001273_T231;CDM00001273_T777;CDM00001273_T220:2-Butyl-4-chloro-1-((2'-(1H-etrazol-5-yl)_(1,1'-biphenyl)-4-yl)methyl)-1H-imidazole-5-methanol	322.48051780212955
CDM00001542_T109;CDM00001542_T121;CDM00001542_T231;CDM00001542_T777:1-Pentanone,_5-methoxy-1-(4-(trifluoromethyl)phenyl)-,_O-(2-aminoethyl)oxime,_(E)-	322.4673234373263
CD00000137_T109;CD00000137_T121;CD00000137_T125;CD00000137_T334;CD00000137_T777:11beta,21-Dihydroxy-3,20-diketo-4-pregnen-18-al	322.4554819526882
CDM00000620_T109;CDM00000620_T121;CDM00000620_T240;CDM00000620_T777;CDM00000620_T195:2-2EtN-2MePhAcN	322.45299058681826
CDM00000102_T116;CDM00000102_T121;CDM00000102_T123;CDM00000102_T231;CDM00000102_T777;CDM00000102_T125:2_angiotensin	322.44512794435616
CDM00000220_T121;CDM00000220_T777:agents_blocking_calcium_channel	322.444848074232
CDM00000708_T109;CDM00000708_T121;CDM00000708_T231;CDM00000708_T777:(5alpha,6alpha)-17-methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol	322.43938488467313
CDM00011306_T116;CDM00011306_T121;CDM00011306_T129;CDM00011306_T231;CDM00011306_T777:Anti-alpha4_integrin	322.4376477458224
CDM00000597_T109;CDM00000597_T121;CDM00000597_T123;CDM00000597_T777;CDM00000597_T231:2(3H)-Furanone,_3-ethyldihydro-4-((1-methyl-1H-imidazol-5-yl)methyl)-,_(3S-cis)-	322.4374367608733
CDM00001559_T109;CDM00001559_T121;CDM00001559_T231;CDM00001559_T777:Isopropyl_(Z)-7-((1R,2R,3R,5S)-3,5-dihydroxy-2-((3R)-3-hydroxy-5-phenylpentyl)cyclopentyl)-5-heptenoate	322.43234901135276
CDM00000313_T109;CDM00000313_T121;CDM00000313_T225;CDM00000313_T777:3-Methylmorphin	322.42635519684234
CDM00000044_T109;CDM00000044_T121;CDM00000044_T777;CDM00000044_T231:1,2,4-Triazolo(4,3-a)pyridin-3(2H)-one,_2-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-	322.4238158925514
CDM00000420_T121;CDM00000420_T777:drug_enzyme_inhibitors	322.4203709452115
CD00001202_T121;CD00001202_T777:[CV700]_DIURETICS	322.4202632673019
CDM00000084_T109;CDM00000084_T121;CDM00000084_T225;CDM00000084_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-ethyl-5-(3-methylbutyl)-	322.4082911967646
CDM00001762_T109;CDM00001762_T121;CDM00001762_T220;CDM00001762_T777:1-Piperidinepropanoic_acid,_4-(methoxy-carbonyl)-4-((1-oxopropyl)phenylamino)-,_methyl_ester	322.40812836073286
CDM00001529_T109;CDM00001529_T121;CDM00001529_T240;CDM00001529_T777:4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1,2-benzothiazine-3-carboxamide_1,1-dioxide	322.40475236438124
CDM00000848_T109;CDM00000848_T121;CDM00000848_T240;CDM00000848_T777;CDM00000848_T330:1,6-di-(4-amidinophenoxy)hexane	322.39184434571416
CDM00003356_T109;CDM00003356_T121;CDM00003356_T231;CDM00003356_T777:1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine	322.39131540198827
CDM00000204_T109;CDM00000204_T121;CDM00000204_T777;CDM00000204_T227;CDM00000204_T200:17-Cyclopropylmethyl-4,5alpha-epoxy-7alpha-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol	322.3885600259384
CDM00000428_T109;CDM00000428_T121;CDM00000428_T220;CDM00000428_T777:12'-Hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione	322.3809449335493
CD00000671_T109;CD00000671_T121;CD00000671_T220;CD00000671_T777:6-Nonenamide,_N-((4-hydroxy-3-methoxyphenyl)methyl)-8-methyl-,_(E)-	322.37920999407794
CD00000039_T109;CD00000039_T121:1H-Indole-3-ethanamine,_5-methoxy-	322.3788776325697
CD00000060_T109;CD00000060_T121;CD00000060_T240;CD00000060_T777:10-(3-dimethylaminopropyl)phenothiazin-3-yl_methyl_ketone	322.3780741308324
CDM00000040_T121;CDM00000040_T777:ADREN_BETA_ANTAG	322.377936384345
CDM00000407_T109;CDM00000407_T121;CDM00000407_T240;CDM00000407_T777:1-(1-(3-(P-Fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone	322.3775657612376
CDM00000974_T109;CDM00000974_T121;CDM00000974_T231;CDM00000974_T777:4H-(1,2,4)Triazolo(4,3-a)(1,4)benzodiazepine,_8-chloro-6-(2-chlorophenyl)-1-methyl-	322.3731219221559
CDM00000113_T121;CDM00000113_T777:AIANS	322.37177668865377
CDM00001505_T109;CDM00001505_T121;CDM00001505_T231;CDM00001505_T777:Ciloprost	322.3696943290066
CDM00000367_T109;CDM00000367_T121;CDM00000367_T240;CDM00000367_T777:[2-(2,6-dichloroanilino)phenyl]acetic_acid	322.36105781443587
CDM00000462_T109;CDM00000462_T121;CDM00000462_T228;CDM00000462_T777:1-(meta-Trifluoromethyl-phenyl)-2_Ethylaminopropane	322.356648997097
CDM00000693_T109;CDM00000693_T121;CDM00000693_T231;CDM00000693_T777:1,2,3,4,10,14b-Hexahydro-2-methyldibenzo(c,F)pyrazino(1,2-a)azepine	322.3504055476669
CDM00000555_T109;CDM00000555_T121;CDM00000555_T777;CDM00000555_T240:2,4-Imidazolidinedione,_5,5-diphenyl-	322.344441669967
CDM00000851_T109;CDM00000851_T121;CDM00000851_T240;CDM00000851_T777;CDM00000851_T197:10H-Phenothiazine,_2-chloro-10-(3-(4-methyl-1-piperazinyl)propyl)-	322.343031481572
CDM00001828_T109;CDM00001828_T121;CDM00001828_T777;CDM00001828_T236:4-[4'-(Methylsulfonyl)phenyl]-3-phenyl-2(5H)-furanone	322.33968893853415
CDM00000469_T121:Antithrombotic_Agent	322.3387877173281
CDM00000686_T109;CDM00000686_T121;CDM00000686_T231;CDM00000686_T777:2-methoxy-4-amino-5-chloro-N,N-(dimethylaminoethyl)benzamide	322.33612905449615
