	fet_p_value_and_ratio
CD00198696_T109;CD00198696_T121;CD00198696_T220:3-((1R,2R)-3-(dimethylamino)-1-ethyl-2-methylpropyl)phenol	322.8865560847505
CDM00001723_T109;CDM00001723_T121;CDM00001723_T220;CDM00001723_T777:7-((hydroxybis(2-thienyl)acetyl)oxy)-9,9-dimethyl-3-oxa-9-azoniatricyclo(3.3.1.0(2,4))nonane_bromide	322.8825671583749
CDM00006816_T109;CDM00006816_T121;CDM00006816_T231;CDM00006816_T777:eletriptan	322.8808570037506
CDM00003376_T109;CDM00003376_T121;CDM00003376_T231;CDM00003376_T777:amerge	322.8750825252435
CDM00020509_T109;CDM00020509_T121;CDM00020509_T220;CDM00020509_T777:2-Pyridinamine,_3-((1R)-1-(2,6-Dichloro-3-Fluorophenyl)Ethoxy)-5-(1-(4-Piperidinyl)-1H-Pyrazol-4-yl)-	322.8727429746893
CD00005235_T114;CD00005235_T121:3,5'-cAMPS	322.87255978217723
CD00124847_T109;CD00124847_T121;CD00124847_T231;CD00124847_T777:2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenyl-propanoic_acid	322.8711669529916
CD00229728_T109;CD00229728_T121;CD00229728_T220:4-{(1R)-2-[(6-{2-[(2,6-dichlorobenzyl)oxy]ethoxy}hexyl)amino]-1-hydroxyethyl}-2-(hydroxymethyl)phenol	322.86913872958974
CD00011044_T109;CD00011044_T121:methylbenzylnitrosamine	322.8650826695792
CDM00000108_T121:antirheumatic_agent	322.8635350475841
CD00002782_T109;CD00002782_T121;CD00002782_T123;CD00002782_T777:alveolar_surfactant	322.8533852200445
CDM00001823_T109;CDM00001823_T121;CDM00001823_T231;CDM00001823_T777:2-Oxazolidinone,_4-((3-(2-(dimethylamino)ethyl)-1H-indol-5-yl)methyl)-,(S)-	322.84576068550416
CD00203438_T121:Acetaminophen_3	322.8181815926304
CDM00007386_T109;CDM00007386_T121;CDM00007386_T231;CDM00007386_T777:4-(3'-chloro-4'-Fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline	322.8096249109097
CDM00020588_T109;CDM00020588_T121;CDM00020588_T550;CDM00020588_T220;CDM00020588_T777:2-butenamide,_N-(4-((3-chloro-4-fluorophenyl)amino)-7-(((3S)-tetrahydro-3-furanyl)oxy)-_6-quinazolinyl)-4-(dimethylamino)-,_(2E)-	322.807513627886
CD00030168_T109;CD00030168_T121;CD00030168_T231:5-methyl-1-phenyl-2-(1H)-pyridone	322.80036993713423
CD00017124_T129:Antibodies,_Antineutrophil_Cytoplasmic	322.79932081867094
CDM00022921_T109;CDM00022921_T121;CDM00022921_T234:Glycopyrrolate_cation	322.79820387537774
CD00100255_T109;CD00100255_T121;CD00100255_T220;CD00100255_T777:3-cyclopropylmethoxy-4-difluoromethoxy-N-(3,5-di-chloropyrid-4-yl)benzamide	322.7927132904311
CDM00006809_T109;CDM00006809_T121;CDM00006809_T231;CDM00006809_T777:1H-Carbazole-6-carboxamide,_2,3,4,9-tetrahydro-3-(methylamino)-,(3R)-,_Butanedioate(1:1)	322.7918460309765
CDM00010532_T109;CDM00010532_T121;CDM00010532_T231;CDM00010532_T777:[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine	322.78368788759036
CDM00001718_T109;CDM00001718_T121;CDM00001718_T231;CDM00001718_T777:231,514,_LY	322.7778336264721
CD00176997_T116;CD00176997_T121;CD00176997_T129;CD00176997_T220;CD00176997_T777:atlizumab	322.77589117897594
CD00249387_T200:capsaicin_topical	322.7744537129366
CD00356081_T777:Analgesics	322.7744472360917
CD00000340_T121;CD00000340_T777:Agents,_Antihypertensive	322.7742767389852
CD00203626_T116;CD00203626_T121;CD00203626_T129;CD00203626_T220:golimumab	322.76443239631277
CD00004519_T109;CD00004519_T121:4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone	322.7639977254333
CD00229157_T109;CD00229157_T121;CD00229157_T220:Intedanib	322.7639940534203
CDM00000766_T109;CDM00000766_T121;CDM00000766_T226;CDM00000766_T777:(-)-14-Hydroxydihydrocodeinone	322.7572847774928
CDM00003264_T109;CDM00003264_T121;CDM00003264_T226;CDM00003264_T777;CDM00003264_T116:1008,_CI	322.7550769279485
CD00092266_T109;CD00092266_T121;CD00092266_T220;CD00092266_T777:N-(((5-methyl-3-phenylisoxazol-4-yl)-phenyl)sulfonyl)propanamide	322.75079109235844
CDM00000965_T109;CDM00000965_T121;CDM00000965_T231;CDM00000965_T777:Crispin	322.73757910727477
CDM00001272_T109;CDM00001272_T121;CDM00001272_T777;CDM00001272_T220:1H-Pyrrolizine-1-carboxylic_acid,_5-benzoyl-2,3-dihydro	322.7363864366211
CD00297255_T109;CD00297255_T121;CD00297255_T777:Other_opioids	322.7237162903005
CDM00001422_T109;CDM00001422_T121;CDM00001422_T220;CDM00001422_T777:(-)-1-Propyl-2',6'-dimethyl-2-piperidylcarboxyanilid	322.72090234491714
CD00085488_T109;CD00085488_T121;CD00085488_T125;CD00085488_T220:11-deoxycorticosterone_acetate	322.71758927621056
CD00017455_T109;CD00017455_T121;CD00017455_T231:bismuth_subcitrate	322.71505334972676
CDM00001778_T109;CDM00001778_T121;CDM00001778_T231;CDM00001778_T777:4-(1,1-Dimethylethyl)-N-(6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-(2,2'-bipyrimidin)-4-yl)_benzenesulfornamide	322.71058946179323
CD00001558_T109;CD00001558_T121;CD00001558_T231:Aurothiomalate_Disodium	322.70987401574286
CD00229131_T109;CD00229131_T121;CD00229131_T231:3-((3R,4R)-4-Methyl-3-(Methyl(7H-Pyrrolo(2,3-D)Pyrimidin-4-yl)Amino)Piperidin-1-yl)-3-Oxopropanenitrile	322.7090688552821
CDM00011304_T116;CDM00011304_T121;CDM00011304_T129;CDM00011304_T777;CDM00011304_T220:CDP_870	322.70463816949393
CDM00001258_T109;CDM00001258_T121;CDM00001258_T231;CDM00001258_T777:4-Isoxazolecarboxamide,_5-methyl-N-(4-(trifluoromethyl)phenyl)-	322.7030827543498
CDM00001488_T109;CDM00001488_T121;CDM00001488_T231;CDM00001488_T777:3',4'-Didehydro-4'-deoxy-C'-norvincaleukoblastine	322.6900676316135
CDM00001061_T109;CDM00001061_T121;CDM00001061_T220;CDM00001061_T777:3,5-Pyridinedicarboxylic_acid,_2-((2-aminoethoxy)methyl)-4-(2-chlorophenyl)-1,4-dihydro-6-methyl-,_3-ethyl_5-methyl_ester	322.6887316735186
CD00001156_T109;CD00001156_T121;CD00001156_T220;CD00001156_T777:1,2-Dimercapto-3-propanol	322.6881928785425
CDM00000096_T109;CDM00000096_T121;CDM00000096_T777;CDM00000096_T131:analgesics_opioid	322.6810252719056
CDM00000917_T109;CDM00000917_T121;CDM00000917_T220;CDM00000917_T777:Aluminum,_hexadeca-mu-hydroxytetracosahydroxy(mu8-(1,3,4,6-tetra-O-sulfo-beta-D-fructofuranosyl_alpha-D-glucopyranoside_tetrakis(hydrogen_sulfato)(8-)))hexadeca-	322.6665271612942
CDM00003259_T109;CDM00003259_T121;CDM00003259_T777;CDM00003259_T231:1H-Imidazole-5-carboxylic_Acid,_4-(1-hydroxy-1-methylethyl)-2-propyl-1-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-,(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl_Ester	322.6627626666296
CDM00001333_T109;CDM00001333_T121;CDM00001333_T231;CDM00001333_T777:1,1'-[Bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)]-2,2'-iminodiethanol	322.6554875613927
CDM00000611_T109;CDM00000611_T121;CDM00000611_T220;CDM00000611_T777:3-Carboxamido-4-hydroxy-alpha-((1-methyl-3-phenylpropylamino)methyl)benzyl_alcohol	322.6553669858694
CDM00000557_T109;CDM00000557_T121;CDM00000557_T225;CDM00000557_T777:4,5-alpha-Epoxy-3-methoxy-17-methylmorphinan-6-one	322.65244852871393
CDM00000202_T109;CDM00000202_T121;CDM00000202_T231;CDM00000202_T777:1-Butyl-2',6'-pipecoloxylidide	322.6430117517119
CDM00009182_T109;CDM00009182_T121;CDM00009182_T231;CDM00009182_T777:(2S,4S,5S,7S)-5-Amino-N-(2-carbamoyl-2-methylpropyl)-4-hydroxy-2-isopropyl-7-(4-methoxy-3-(3-methoxypropoxy)benzyl)-8-methylnonamide	322.6423988776765
CDM00001639_T109;CDM00001639_T121;CDM00001639_T220;CDM00001639_T777:1H-Indole-2-carboxylic_Acid,_1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2S-(1(R*(R*))2alpha,3abeta,7abeta))-,_compound_with_2-Methyl-2-propanamine(1:1)	322.64153306543756
CDM00000379_T109;CDM00000379_T121;CDM00000379_T331;CDM00000379_T777;CDM00000379_T225:4,5alpha-Epoxy-3-hydroxy-17-methyl-6-morphinanone	322.6387801017114
CDM00000154_T109;CDM00000154_T121;CDM00000154_T231;CDM00000154_T777:(1-Thio-beta-D-glucopyranosato)(triethylphosphine)gold_2,3,4,6-tetraacetate	322.6297354085171
CDM00001229_T109;CDM00001229_T121;CDM00001229_T231;CDM00001229_T777:1-(aminomethyl)cyclohexaneacetic_acid	322.6290775609603
CD00015198_T109;CD00015198_T121:Ergotaman-3',6',18-trione,_12'-hydroxy-2'-methyl-5'-(phenylmethyl)-,(5'alpha)-,(2R,3R)-2,3-dihydroxybutanedioate(2:1)(salt)	322.61755008766096
CDM00007729_T109;CDM00007729_T121;CDM00007729_T231;CDM00007729_T777:arformoterol	322.60423834222354
CD00301592_T121;CD00301592_T777:Renin-inhibitors	322.5970913389492
CDM00001224_T109;CDM00001224_T121;CDM00001224_T231;CDM00001224_T777:2'-Hydroxy-5'-(1-hydroxy-2-((P-methoxy-alpha-methylphenethyl)amino)ethyl)formanilide	322.59359922507025
CDM00003337_T121:Angiotensin_2_Receptor_Blocker	322.5935783254021
CD00008549_T109;CD00008549_T121:fluoranthene	322.5920579216189
CDM00001816_T109;CDM00001816_T121;CDM00001816_T231;CDM00001816_T777:1,3-Diazaspiro(4.4)non-1-en-4-one,_2-butyl-3-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-	322.58657771482586
CD00356231_T777:egfr_inhibitors	322.5787769123153
CDM00001006_T109;CDM00001006_T121;CDM00001006_T231;CDM00001006_T777:3-(Aminocarbonyl)-O(4)-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine	322.5783226982631
CDM00001292_T116;CDM00001292_T121;CDM00001292_T231;CDM00001292_T777;CDM00001292_T109:1-(N(Sup_2)-((S)-1-Carboxy-3-Phenylpropyl)-L-Lysyl)-L-Proline	322.57692799661015
CDM00001767_T109;CDM00001767_T121;CDM00001767_T231;CDM00001767_T777:(1,1'-Biphenyl)-2-carboxylic_acid,_4'-((1,4'-dimethyl-2'-propyl(2,6'-bi-1H-benzimidazol)-1'-yl)methyl)-	322.5725100664964
CDM00001731_T109;CDM00001731_T121;CDM00001731_T231;CDM00001731_T777:diovan_[brand_name]	322.5599363059169
CDM00001757_T109;CDM00001757_T121;CDM00001757_T220;CDM00001757_T777:(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine	322.5531836854305
CDM00001481_T109;CDM00001481_T121;CDM00001481_T777;CDM00001481_T220:1-(4-Amino-6,7-dimethoxy-2-chinazolinyl)-4-(2,3-dihydro-1,4-benzodioxixin-2-ylcarbonyl)piperazin	322.55112447703846
CDM00000395_T109;CDM00000395_T121;CDM00000395_T236;CDM00000395_T777:dipyrone	322.5509057507335
CDM00000713_T109;CDM00000713_T121;CDM00000713_T777;CDM00000713_T220:(3-endo,8-syn)-3-(3-Hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo(3.2.1)octane	322.5446164857117
CDM00017755_T116;CDM00017755_T121;CDM00017755_T129;CDM00017755_T777;CDM00017755_T220:BMS-936558	322.5419437414458
CDM00000426_T109;CDM00000426_T121;CDM00000426_T220;CDM00000426_T777:(6aR,9R)-7-Methyl-4,6,6a,7,8,9-hexahydro-indolo[4,3-fg]quinoline-9-carboxylic_acid_((S)-2-hydroxy-1-methyl-ethyl)-amide	322.537615585339
CDM00000417_T116;CDM00000417_T121;CDM00000417_T240;CDM00000417_T777;CDM00000417_T220;CDM00000417_T109:1-(N-((S)-1-Carboxy-3-phenylpropyl)-L-alanyl)-L-proline_1'-ethyl_ester	322.5359137407192
CDM00001385_T109;CDM00001385_T121;CDM00001385_T231;CDM00001385_T777:3,5-Pyridinedicarboxylic_Acid,_4-(2,1,3-benzoxadiazol-4-yl)-1,4-dihydro-2,6-dimethyl-,_Methyl_1-methylethyl_Ester	322.5348149200892
CDM00000621_T109;CDM00000621_T121;CDM00000621_T777;CDM00000621_T220:4-Piperidinecarboxylic_acid,_1-methyl-4-phenyl-,_ethyl_ester	322.5344484205894
CDM00000428_T109;CDM00000428_T121;CDM00000428_T220;CDM00000428_T777:12'-Hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione	322.53375814247516
CDM00000556_T109;CDM00000556_T121;CDM00000556_T220;CDM00000556_T777:1(2H)-Phthalazinone,_hydrazone	322.52747281356403
CDM00000103_T121;CDM00000103_T777:ACE_INHIB	322.52742147983287
CDM00003351_T109;CDM00003351_T121;CDM00003351_T220;CDM00003351_T777;CDM00003351_T330:1-(cyclohexylocarbonyloxy)ethyl-2-ethoxy-1-(2'-(1H-tetrazol-5-yl)biphenyl-4-yl)-1H-benzimidazole-7-carboxylate	322.52684928220043
CDM00003347_T109;CDM00003347_T121;CDM00003347_T777;CDM00003347_T220:2-Propen-1-amine,_Polymer_with_(Chloromethyl)oxirane	322.52642214566515
CD00001054_T109;CD00001054_T121;CD00001054_T125:11_Decorticosterone	322.51825689568096
CDM00001658_T109;CDM00001658_T121;CDM00001658_T231;CDM00001658_T777:Chronogesic	322.51774782425616
CDM00000100_T109;CDM00000100_T121;CDM00000100_T777:anaesthetic_local	322.51598294081475
CDM00000678_T116;CDM00000678_T121;CDM00000678_T220;CDM00000678_T777;CDM00000678_T109;CDM00000678_T123:3-Hydroxy-alpha-methyl-L-tyrosine	322.5120457429466
CDM00011305_T116;CDM00011305_T129;CDM00011305_T777;CDM00011305_T121;CDM00011305_T220:abatacept	322.50665745186075
CD00301641_T121;CD00301641_T777:H2-receptor_antagonists	322.4987827964523
CDM00001601_T109;CDM00001601_T121;CDM00001601_T220;CDM00001601_T777:(6alpha,11beta,16alpha,17alpha)-6,9-Difluoro-11-hydroxy-16-methyl-3-oxo-17-(1-oxopropoxy)androsta-1,4-diene-17-carbothioic_Acid,_S-(Fluoromethyl)_Ester	322.4975717111921
CDM00000461_T109;CDM00000461_T121;CDM00000461_T231;CDM00000461_T777:3,5-Pyridinedicarboxylic_acid,_4-(2,3-dichlorophenyl)-1,4-dihydro-2,6-dimethyl-,_ethyl_methyl_ester	322.4959010877735
CDM00000466_T109;CDM00000466_T121;CDM00000466_T777;CDM00000466_T227:1-Phenethyl-4-(N-phenylpropionamido)piperidine	322.4935645247057
CDM00000892_T109;CDM00000892_T121;CDM00000892_T220;CDM00000892_T777:2-Hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)benzoic_acid	322.49348710773825
CDM00003740_T109;CDM00003740_T121;CDM00003740_T220;CDM00003740_T777:9,11alpha-Epoxy-17-hydroxy-3-oxo-17alpha-pregn-4-ene-7alpha,21-dicarboxylic_acid,_gamma-lactone,_Methyl_Ester	322.48805893106055
CDM00000151_T109;CDM00000151_T121;CDM00000151_T220;CDM00000151_T777:1-p-Carbamoylmethylphenoxy-3-isopropylamino-2-propanol	322.48544499945785
CDM00001273_T109;CDM00001273_T121;CDM00001273_T231;CDM00001273_T777;CDM00001273_T220:2-Butyl-4-chloro-1-((2'-(1H-etrazol-5-yl)_(1,1'-biphenyl)-4-yl)methyl)-1H-imidazole-5-methanol	322.48051780212955
CD00014661_T109;CD00014661_T121;CD00014661_T222:Fluticasona	322.4799229156039
CDM00022582_T116;CDM00022582_T121;CDM00022582_T129;CDM00022582_T220;CDM00022582_T777:Immunoglobulin_G4,_Anti-(Human_Programmed_Cell_Death_1);_Humanized_Mouse_Monoclonal_(228-L-proline(H10-S>P))gamma_4_Heavy_Chain_(134-218')-disulfide_with_Humanized_Mouse_Monoclonal_Kappa_Light_Chain_Dimer_(226-226'':229-229'')-bisdisulfide	322.47758362996865
CD00355675_T220:(13C)urea	322.46649896405853
CD00000137_T109;CD00000137_T121;CD00000137_T125;CD00000137_T334;CD00000137_T777:11beta,21-Dihydroxy-3,20-diketo-4-pregnen-18-al	322.4554819526882
CDM00000620_T109;CDM00000620_T121;CDM00000620_T240;CDM00000620_T777;CDM00000620_T195:2-2EtN-2MePhAcN	322.45299058681826
CDM00000102_T116;CDM00000102_T121;CDM00000102_T123;CDM00000102_T231;CDM00000102_T777;CDM00000102_T125:2_angiotensin	322.44512794435616
CDM00000220_T121;CDM00000220_T777:agents_blocking_calcium_channel	322.444848074232
CDM00001500_T109;CDM00001500_T121;CDM00001500_T220;CDM00001500_T777:1,1-cyclobutanedicarboxylic_acid_platinum_complex	322.4442190660088
CDM00006731_T116;CDM00006731_T121;CDM00006731_T231;CDM00006731_T777;CDM00006731_T129;CDM00006731_T192:CD120b_Antigen	322.44361720195906
CDM00000708_T109;CDM00000708_T121;CDM00000708_T231;CDM00000708_T777:(5alpha,6alpha)-17-methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol	322.43938488467313
CDM00001559_T109;CDM00001559_T121;CDM00001559_T231;CDM00001559_T777:Isopropyl_(Z)-7-((1R,2R,3R,5S)-3,5-dihydroxy-2-((3R)-3-hydroxy-5-phenylpentyl)cyclopentyl)-5-heptenoate	322.43234901135276
CD00000151_T109;CD00000151_T121;CD00000151_T131:2-Propen-1-amine	322.4269630268672
CDM00000313_T109;CDM00000313_T121;CDM00000313_T225;CDM00000313_T777:3-Methylmorphin	322.42635519684234
CDM00000969_T129:factors_transfer	322.42411696677914
CDM00000420_T121;CDM00000420_T777:drug_enzyme_inhibitors	322.4203709452115
CD00001202_T121;CD00001202_T777:[CV700]_DIURETICS	322.4202632673019
CD00000262_T121;CD00000262_T777:Agents,_Alkalinizing	322.419578443946
CD00010287_T109;CD00010287_T121;CD00010287_T130:2-butanone	322.41321562537524
CDM00000756_T109;CDM00000756_T121;CDM00000756_T234;CDM00000756_T777:1H-Benzimidazole,_5-methoxy-2-(((4-methoxy-3,5-dimethyl-2-pyridinyl)methyl)sulfinyl)-	322.40978134053233
CDM00001762_T109;CDM00001762_T121;CDM00001762_T220;CDM00001762_T777:1-Piperidinepropanoic_acid,_4-(methoxy-carbonyl)-4-((1-oxopropyl)phenylamino)-,_methyl_ester	322.40812836073286
CDM00001529_T109;CDM00001529_T121;CDM00001529_T240;CDM00001529_T777:4-Hydroxy-2-methyl-N-(5-methyl-2-thiazolyl)-2H-1,2-benzothiazine-3-carboxamide_1,1-dioxide	322.40475236438124
CDM00000186_T116;CDM00000186_T195;CDM00000186_T231;CDM00000186_T777;CDM00000186_T121:Blanoxan	322.4016626314629
CDM00007520_T109;CDM00007520_T121;CDM00007520_T231;CDM00007520_T777:1H-Benzimidazole,_6-methoxy-2-[	322.3973131499142
CDM00003356_T109;CDM00003356_T121;CDM00003356_T231;CDM00003356_T777:1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine	322.39131540198827
CDM00000204_T109;CDM00000204_T121;CDM00000204_T777;CDM00000204_T227;CDM00000204_T200:17-Cyclopropylmethyl-4,5alpha-epoxy-7alpha-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol	322.3885600259384
CD00000671_T109;CD00000671_T121;CD00000671_T220;CD00000671_T777:6-Nonenamide,_N-((4-hydroxy-3-methoxyphenyl)methyl)-8-methyl-,_(E)-	322.37920999407794
CD00000060_T109;CD00000060_T121;CD00000060_T240;CD00000060_T777:10-(3-dimethylaminopropyl)phenothiazin-3-yl_methyl_ketone	322.3780741308324
CDM00000040_T121;CDM00000040_T777:ADREN_BETA_ANTAG	322.377936384345
CDM00000113_T121;CDM00000113_T777:AIANS	322.37177668865377
CDM00001505_T109;CDM00001505_T121;CDM00001505_T231;CDM00001505_T777:Ciloprost	322.3696943290066
CDM00000367_T109;CDM00000367_T121;CDM00000367_T240;CDM00000367_T777:[2-(2,6-dichloroanilino)phenyl]acetic_acid	322.36105781443587
CDM00015911_T116;CDM00015911_T121;CDM00015911_T129;CDM00015911_T231;CDM00015911_T777:Immunoglobulin_G1,_Anti-(Human_Interleukin-12_Subunit_beta_(IL-12B,_CLMF_p40,_NKSF2))_(Human_Monoclonal_CNTO_1275_gamma1-chain),_Disulfide_with_Human_Monoclonal_CNTO_1275_kappa-chain,_Dimer	322.3577756712443
CDM00000356_T109;CDM00000356_T121;CDM00000356_T231;CDM00000356_T777;CDM00000356_T220:(11beta,16alpha)-16,17-(Butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione	322.3563740672859
CD00355864_T550:5S-hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoic_acid	322.34745139719024
CDM00001020_T114;CDM00001020_T121;CDM00001020_T220;CDM00001020_T777:1-(2-Oxo-4-amino-1,2-dihydropyrimidin-1-yl)-2-deoxy-2,2-difluororibose	322.34411919322326
CDM00001828_T109;CDM00001828_T121;CDM00001828_T777;CDM00001828_T236:4-[4'-(Methylsulfonyl)phenyl]-3-phenyl-2(5H)-furanone	322.33968893853415
CD00000533_T121;CD00000533_T123:biological_products	322.3324455897614
CDM00001662_T109;CDM00001662_T121;CDM00001662_T231;CDM00001662_T777:9-[(dimethylamino)methyl]-10-hydroxy-(20S)-camptothecin	322.33196208209205
CDM00000445_T109;CDM00000445_T121;CDM00000445_T220;CDM00000445_T777:10-[2-(Diethylamino)-1-propyl]phenothiazine	322.3315352634456
CDM00000486_T109;CDM00000486_T121;CDM00000486_T240;CDM00000486_T777:Adofen	322.3291495485362
CDM00001508_T109;CDM00001508_T121;CDM00001508_T130;CDM00001508_T777;CDM00001508_T231:1-Propanaminium,_2-(acetyloxy)-N,N,N-trimethyl-,_chloride	322.32680413646835
CDM00000671_T109;CDM00000671_T121;CDM00000671_T220;CDM00000671_T777;CDM00000671_T116:4-amino-10-methylfolic_acid	322.32628060702905
CD00355676_T220:Talc	322.32442250933354
CDM00000287_T109;CDM00000287_T121;CDM00000287_T220;CDM00000287_T777;CDM00000287_T234:1-keto-3-(3'-Sulfamyl-4'-chlorophenyl)-3-hydroxyisoindoline	322.32423646584755
CDM00001000_T121:Agents,_Vasodilator	322.32331480325433
CDM00000739_T109;CDM00000739_T121;CDM00000739_T231;CDM00000739_T777:1,4-dihydro-2,6-Dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic_acid_ethyl_methyl_ester	322.32152732875926
CDM00000281_T109;CDM00000281_T121;CDM00000281_T240;CDM00000281_T777:2H-1,2,4-Benzothiadiazine-7-sulfonamide,_6-chloro-,_1,1-dioxide	322.3208729846894
CDM00000047_T109;CDM00000047_T121;CDM00000047_T240;CDM00000047_T777;CDM00000047_T231:1,3-Benzenedimethanol,_alpha1-(((1,1-dimethylethyl)amino)methyl)-4-hydroxy-	322.3192794587852
CDM00000479_T109;CDM00000479_T121;CDM00000479_T220;CDM00000479_T777:1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine	322.30996159108116
CDM00000452_T109;CDM00000452_T121;CDM00000452_T220;CDM00000452_T777:4'-Demethylepipodophyllotoxin_9-[4,6-O-ethylidene-beta-D-glucopyranoside]	322.30834469572596
CDM00000609_T109;CDM00000609_T121;CDM00000609_T240;CDM00000609_T777:2-(3-Benzoylphenyl)propionic_acid	322.3043943992242
CDM00000910_T109;CDM00000910_T121;CDM00000910_T220;CDM00000910_T777:17-Hydroxy-7alpha-mercapto-3-oxo-17alpha-pregn-4-ene-21-carboxylic_Acid,_gamma_Lactone,_Acetate	322.30354664288257
CDM00000293_T109;CDM00000293_T121;CDM00000293_T231;CDM00000293_T777:1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine	322.3010898895312
CDM00000772_T109;CDM00000772_T121;CDM00000772_T130;CDM00000772_T231;CDM00000772_T777:4-aminohippuric_acid	322.29681501961267
CDM00000187_T109;CDM00000187_T121;CDM00000187_T777;CDM00000187_T220:2-Propanol,_1-((1,1-dimethylethyl)amino)-3-((4-(4-morpholinyl)-1,2,5-thiadiazol-3-yl)oxy)-,_hemihydrate,_(S)-	322.2932908194243
CDM00001759_T109;CDM00001759_T121;CDM00001759_T231;CDM00001759_T777:[2aR-[2a_alphaa,4beta,4a_beta,6beta,9alpha,(alphaR*,betaS*),-11alpha,12alpha,12a_alpha,12b_alpha]]-beta-[[(1,1-dimethylethoxy)carbonyl]-amino]-alpha-hydroxybenzemepropanoic_Acid_12b-(Acetyloxy)-12(benzyloxy)-2a,3,4,4a,5,6,8,10,11,12,12a,12b-dodecahydeo-4,-6,11-trihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca[3,4]benz[1,2-b]oxet-9-yl_Ester	322.2927807949021
